E (HOMO)_acid_boltz,E (HOMO)_anion_boltz,E (HOMO)_interm_boltz,E (LUMO)_amine_boltz,E (LUMO)_anion_boltz,G THF_anion_boltz,IR-freq-C=O_acid_boltz,IR-freq-C=O_interm_boltz,IR-freq-CO2_asym-stretch_anion_boltz,IR-freq-CO2_sym-stretch_anion_boltz,IR-freq-N-H_bend_amine_boltz,IR-freq-N-H_sym-stretch _amine_boltz,IR-freq-O-H_acid_boltz,NBO-C1 C=O_acid_boltz,NBO-C1 C=O_anion_boltz,NBO-C4_acid_boltz,NBO-H5 O-H_acid_boltz,NBO-N1_amine_boltz,NBO-N3_interm_boltz,NBO-O2 C=O_acid_boltz,NBO-O2_interm_boltz,NBO-O3 O-H,NMR-C1 C=O_anion_boltz,NMR-C4_amine_boltz,Polarizability (1)_amine_boltz,Polarizability (1)_anion_boltz,Sterimol-B1-N1-C4_amine_boltz,Sterimol-B5-C1-C4_acid_boltz,Sterimol-B5-N1-C4_amine_boltz,Sterimol-L-C1-C4_interm_boltz,Sterimol-L-N1-C4_amine_boltz,Vbur-2.0A_anion_boltz,Vbur-3.0A_acid_boltz,Vbur-3.0A_amine_boltz,angle-H2-N1-H3_amine_boltz,angle-N3-C1-C4_interm_boltz,angle-N3-C1-O2_interm_boltz,angle-O2-C1-C4_acid_boltz,ave_NBO-H2-H3_amine_boltz,ave_NBO-O2-O3_anion_boltz,ave_NMR-H2-H3_amine_boltz,ave_angle-C4-N1-H2_C4-N1-H3_amine_boltz,delta_NBO-H2-H3_amine_boltz,delta_NBO-O2-O3_anion_boltz,delta_NMR-H2-H3_amine_boltz,delta_angle-C4-N1-H2_C4-N1-H3_amine_boltz,dihedral-C4-C1-N3-C5_interm_boltz,dipole_acid_boltz,dipole_amine_boltz,dipole_anion_boltz,dipole_interm_boltz,eta LUMO-HOMO_acid_boltz,eta_anion_boltz,g gas_amine_boltz,mu_acid_boltz,mu_amine_boltz,mu_interm_boltz,omega_amine_boltz,Coupling,Acid,Amine,rate,ln rate
-0.351506266,-0.250686465,-0.302567249,0.000352509,0.014810239,-542.7837552,1810.954726,1790.916724,1650.693054,1353.255063,1655.156103,3492.590931,3757.66457,0.841832171,0.791253592,-0.502370112,0.495987621,-0.885528159,-0.496628852,-0.636284417,-0.587457647,-0.718098456,-5.186805011,131.2682127,121.6586384,141.2315129,2.003152874,8.469990942,8.012300139,6.531767621,6.082054458,88.01249792,52.04906691,42.64112277,107.1869237,116.0760382,119.7311493,126.2555128,0.368547184,-0.831287182,30.74383524,110.5031101,0.004688843,0.002421391,0.179049465,0.152457385,108.4817745,2.007054324,2.343045499,18.2166934,4.665315461,0.352300912,0.265496705,-480.7580212,-0.175356014,-0.135123814,-0.158923215,0.033695272,Ac1-N10,Ac1,N10,0.5928,-0.522982554
-0.30174,-0.251335005,-0.29621688,0.000880292,0.01523,-536.8596476,1783.577553,1766.764619,1677.798149,1315.538251,1661.931775,3500.90084,3761.230497,0.85351,0.81354,-0.21132,0.49875,-0.891160009,-0.496816416,-0.65286,-0.583761304,-0.6991,-2.423600915,141.8199188,113.7497136,133.093,1.852308703,5.861971041,6.488482766,5.832826569,5.988747481,88.25029965,56.47998664,39.28737327,107.0472076,116.6616862,119.4795486,124.9,0.379079105,-0.812862497,31.26841787,110.8071955,0.004977679,0.019095005,0.455263086,0.207756124,99.75258174,1.9899,2.042279437,11.75905005,4.81382688,0.30197,0.266565005,-825.8599178,-0.15076,-0.147924494,-0.157530586,0.036762516,Ac17-N3,Ac17,N3,0.6173,-0.482481151
-0.308236754,-0.26799,-0.302863063,0.004046822,-0.00748,-1416.811512,1786.838763,1762.585214,1676.8802,1332.7821,1657.058875,3492.095304,3770.624435,0.796646376,0.74986,-0.291039903,0.501209859,-0.894177187,-0.48301831,-0.624635331,-0.58830565,-0.709388891,3.0511,137.6715286,72.12185245,155.967,1.985045364,5.52230759,3.766389547,8.51216391,5.181908143,87.20359145,47.96946794,41.36314114,107.2156704,115.9493075,119.7295081,125.3245343,0.371181863,-0.80651,31.01199717,110.8645487,0.000541754,0.00876,0.076268214,0.070519566,86.71083976,4.319636897,3.154506065,20.2115,7.29873917,0.258618795,0.26051,-327.1110494,-0.178927356,-0.149587076,-0.183229821,0.036414495,Ac15-N5,Ac15,N5,0.6427,-0.442077227
-0.326570107,-0.27436,-0.304026883,0.001594435,0.0039,-895.9046782,1799.690107,1747.969794,1698.1901,1321.7892,1654.100047,3490.343543,3767.134705,0.807175803,0.75925,0.09364173,0.503436691,-0.887146555,-0.49039788,-0.609659518,-0.576232309,-0.693382558,8.2109,128.6522323,161.8727329,104.356,2.011602607,4.51839083,8.234450634,6.408431277,6.276919102,87.23678412,49.83685009,43.71224599,106.98697,120.0057214,120.0309478,123.955089,0.36900878,-0.79239,30.97978918,109.6971945,0.009815982,0.03654,1.919166151,1.070580126,69.21221739,4.659268678,2.575847911,13.7575,6.905124455,0.281409432,0.27826,-636.7814614,-0.18586039,-0.148083891,-0.181650939,0.036628386,Ac20-N11,Ac20,N11,0.673,-0.396009949
-0.333338761,-0.27107,-0.309386524,0.001594435,0.00635,-634.7795089,1798.140976,1796.504207,1693.6273,1359.9408,1654.100047,3490.343543,3764.848172,0.804556818,0.76646,0.010006113,0.501609494,-0.887146555,-0.493863392,-0.605838633,-0.542233211,-0.688123898,2.7694,128.6522323,161.8727329,92.8954,2.011602607,3.859402258,8.234450634,7.0193501,6.276919102,88.08682597,50.82850893,43.71224599,106.98697,115.4928569,122.2015767,124.4865849,0.36900878,-0.78003,30.97978918,109.6971945,0.009815982,0.0,1.919166151,1.070580126,91.16672569,2.433127245,2.575847911,12.9052,4.677252961,0.2913301,0.27742,-636.7814614,-0.187678092,-0.148083891,-0.172937955,0.036628386,Ac22-N11,Ac22,N11,0.7507,-0.286749174
-0.28812895,-0.2496,-0.291620423,0.004167743,0.01586,-534.7117015,1780.668613,1766.784698,1664.139,1351.3142,1664.033771,3503.287596,3769.90831,0.823594788,0.78317,-0.234541453,0.497250608,-0.889124441,-0.489368183,-0.624956704,-0.570217812,-0.709420372,-3.6387,134.8748925,91.31693309,115.277,1.7,5.45571222,5.885025777,6.448187937,6.079421498,90.21519914,52.54337413,38.43971574,107.3487459,116.6554545,120.3712765,125.7672656,0.36376153,-0.800575,31.25276968,111.2664171,0.000645078,0.00587,0.664689913,0.320017797,92.64446738,3.98423842,1.912229795,9.1627,6.488401746,0.264820918,0.26546,-330.4875166,-0.155715576,-0.146509679,-0.161104627,0.035613304,Ac4-N2,Ac4,N2,0.7521,-0.284885985
-0.278902114,-0.24009,-0.282211997,0.003743175,0.01365,-496.6243534,1777.610549,1749.246673,1659.1135,1331.9348,1666.330071,3499.003928,3770.690556,0.823485837,0.78459,-0.285296081,0.499253339,-0.888751717,-0.488256464,-0.639383098,-0.585439088,-0.71366288,4.2727,142.8394263,53.33706846,101.919,1.741608587,4.253832932,5.249352941,6.670578224,4.683213568,87.30201412,51.41016865,36.91126179,107.1599269,116.640864,119.4112314,125.6827068,0.366667707,-0.81578,31.06307523,110.4190353,0.004952024,0.01006,0.924501992,1.057462993,97.12395474,2.588306877,2.761552784,12.3854,5.479970661,0.277954743,0.25374,-249.6905873,-0.139924743,-0.15082188,-0.154664434,0.036789136,Ac16-N1,Ac16,N1,0.769,-0.262729331
-0.351506266,-0.250686465,-0.302567249,0.000957865,0.014810239,-542.7837552,1810.954726,1790.916724,1650.693054,1353.255063,1666.169822,3498.029066,3757.66457,0.841832171,0.791253592,-0.502370112,0.495987621,-0.873810609,-0.496628852,-0.636284417,-0.587457647,-0.718098456,-5.186805011,143.0553488,84.51563208,141.2315129,1.732529755,8.469990942,5.78180733,6.531767621,4.969620909,88.01249792,52.04906691,36.70007077,106.9164797,116.0760382,119.7311493,126.2555128,0.367871718,-0.831287182,30.72529715,110.4130206,0.002124774,0.002421391,0.220188955,0.532057016,108.4817745,2.007054324,1.649551771,18.2166934,4.665315461,0.352300912,0.265496705,-647.7103139,-0.175356014,-0.141504267,-0.158923215,0.035134465,Ac1-N12,Ac1,N12,0.7926,-0.232499684
-0.307659422,-0.25982,-0.305902985,-0.000447269,0.01021,-706.9278901,1814.12514,1790.865818,1667.6549,1301.7033,1658.122056,3489.611224,3756.978044,0.83957711,0.79147,-0.342269286,0.499762883,-0.888199692,-0.495367965,-0.623803067,-0.575824851,-0.71154599,-6.2153,143.4942818,161.7415583,138.588,2.225176007,7.537510662,7.270134515,7.758785954,9.522024754,87.85456854,52.55743083,40.55536127,106.9651616,115.1187069,120.4353296,126.157818,0.369420423,-0.81905,31.1208823,110.6695885,0.000197615,0.00084,0.009656131,0.040353844,93.0807542,3.4107721,5.217282111,17.6674,4.209991445,0.304613117,0.27003,-730.4302518,-0.155354525,-0.152285118,-0.16357465,0.038187655,AcB-NB_exo,AcB,NB_exo,0.818,-0.200892942
-0.343702965,-0.245512812,-0.302224725,0.000329008,0.017883372,-423.7756298,1805.398603,1785.707933,1651.370616,1341.150569,1662.699373,3498.603283,3758.077343,0.851737102,0.79893466,-0.325141828,0.495859675,-0.879818631,-0.496133398,-0.636986027,-0.587888083,-0.71841604,-9.345327756,140.9683193,107.9344028,98.74440349,1.746078034,3.791581577,6.007450925,6.226784789,5.56217072,88.51134675,54.75765954,38.85102459,107.046272,116.316477,119.4587038,126.2126393,0.367261984,-0.831843269,30.64536802,109.8281279,0.006191759,0.009084511,1.115231053,0.658605291,95.25353358,2.231660821,3.155287688,12.05186982,4.840002543,0.345317544,0.263396183,-441.4519545,-0.171044192,-0.137955593,-0.158166545,0.034406646,Ac7-N15,Ac7,N15,0.8803,-0.127492521
-0.340998722,-0.27308,-0.304095153,-0.000200629,0.0065,-895.9018806,1799.457904,1749.692406,1698.7746,1321.4375,1655.721904,3498.188418,3766.374451,0.807870639,0.76071,0.09895484,0.50324895,-0.886175931,-0.49020705,-0.610172003,-0.576335315,-0.693130737,7.9161,123.595058,167.2614933,104.811,2.112935897,4.447962407,6.679199069,6.40463012,7.000787901,87.23029979,49.89371883,45.99054086,107.6097319,119.8707636,119.9919551,123.9876169,0.373742562,-0.79331,30.71852278,110.587706,0.00340973,0.03706,0.237643995,0.205972346,85.53150588,2.550021639,1.576678258,14.1419,5.366194026,0.297136758,0.27958,-597.2836227,-0.192431827,-0.146007656,-0.181097063,0.036552197,Ac21-N9,Ac21,N9,1.0712,0.068779515
-0.30174,-0.251335005,-0.29621688,0.000329008,0.01523,-536.8596476,1783.577553,1766.764619,1677.798149,1315.538251,1662.699373,3498.603283,3761.230497,0.85351,0.81354,-0.21132,0.49875,-0.879818631,-0.496816416,-0.65286,-0.583761304,-0.6991,-2.423600915,140.9683193,107.9344028,133.093,1.746078034,5.861971041,6.007450925,5.832826569,5.56217072,88.25029965,56.47998664,38.85102459,107.046272,116.6616862,119.4795486,124.9,0.367261984,-0.812862497,30.64536802,109.8281279,0.006191759,0.019095005,1.115231053,0.658605291,99.75258174,1.9899,3.155287688,11.75905005,4.81382688,0.30197,0.266565005,-441.4519545,-0.15076,-0.137955593,-0.157530586,0.034406646,Ac17-N15,Ac17,N15,1.1216,0.114756237
-0.355004351,-0.250212643,-0.302866666,-0.00322,0.018967516,-346.3989007,1810.236585,1788.65116,1653.076928,1349.175611,1666.9311,3493.7978,3756.792759,0.844432451,0.793809422,-0.499865981,0.496309146,-0.87243,-0.496690093,-0.635316862,-0.587282462,-0.7183501,-4.912265592,138.9523,84.7624,80.73144347,1.7,4.503690935,5.987965019,5.268476061,4.87203638,87.94079776,52.71637221,36.60271839,106.709,116.2499845,119.6702682,126.2991088,0.57826,-0.830881879,30.87735,110.465,0.00076,0.001679536,0.0441,0.146,86.7477338,2.052049472,2.7865,10.04980103,4.388579921,0.355830589,0.269180159,-342.967559,-0.17709338,-0.15283,-0.159271033,0.03903,Ac19-N8,Ac19,N8,1.1503,0.140022778
-0.332414676,-0.27047,-0.307328294,-0.019887314,0.01312,-535.5456764,1792.963547,1763.976767,1688.326,1341.65015,1663.59863,3498.705843,3765.823556,0.823636389,0.78197,-0.26817025,0.504580367,-0.880405794,-0.491334145,-0.612470528,-0.560920052,-0.700906219,3.786900011,139.405671,139.2578667,92.11615,1.796887292,3.827836572,7.079468286,6.403473395,5.655189822,88.06239393,51.80877588,39.58448318,106.807428,117.2859474,121.1257664,124.5753903,0.368050958,-0.7870925,30.64385272,110.3313565,0.003515597,0.011225,0.580331644,0.631341866,100.4102057,4.529849637,1.751256887,10.87605,6.175577816,0.289448546,0.28359,-480.5675397,-0.187693096,-0.14348195,-0.17725,0.041645584,Ac9-N6,Ac9,N6,1.232,0.20859828
-0.351506266,-0.250686465,-0.302567249,-0.019887314,0.014810239,-542.7837552,1810.954726,1790.916724,1650.693054,1353.255063,1663.59863,3498.705843,3757.66457,0.841832171,0.791253592,-0.502370112,0.495987621,-0.880405794,-0.496628852,-0.636284417,-0.587457647,-0.718098456,-5.186805011,139.405671,139.2578667,141.2315129,1.796887292,8.469990942,7.079468286,6.531767621,5.655189822,88.01249792,52.04906691,39.58448318,106.807428,116.0760382,119.7311493,126.2555128,0.368050958,-0.831287182,30.64385272,110.3313565,0.003515597,0.002421391,0.580331644,0.631341866,108.4817745,2.007054324,1.751256887,18.2166934,4.665315461,0.352300912,0.265496705,-480.5675397,-0.175356014,-0.14348195,-0.158923215,0.041645584,Ac1-N6,Ac1,N6,1.5673,0.449354394
-0.308236754,-0.26799,-0.302863063,0.00315,-0.00748,-1416.811512,1786.838763,1762.585214,1676.8802,1332.7821,1659.8304,3491.6191,3770.624435,0.796646376,0.74986,-0.291039903,0.501209859,-0.89476,-0.48301831,-0.624635331,-0.58830565,-0.709388891,3.0511,128.1818,67.0197,155.967,1.925297439,5.52230759,4.16982193,8.51216391,4.26616995,87.20359145,47.96946794,42.28046133,106.873,115.9493075,119.7295081,125.3245343,0.364205,-0.80651,31.20905,110.861,0.00649,0.00876,0.4869,0.364,86.71083976,4.319636897,1.7994,20.2115,7.29873917,0.258618795,0.26051,-251.87542,-0.178927356,-0.14822,-0.183229821,0.03628,Ac15-N16,Ac15,N16,2.2738,0.821452441
-0.333338761,-0.27107,-0.309386524,-0.014427252,0.00635,-634.7795089,1798.140976,1796.504207,1693.6273,1359.9408,1661.291581,3500.333536,3764.848172,0.804556818,0.76646,0.010006113,0.501609494,-0.880660402,-0.493863392,-0.605838633,-0.542233211,-0.688123898,2.7694,139.1816815,115.4197601,92.8954,1.925841458,3.859402258,7.204349037,7.0193501,5.972255358,88.08682597,50.82850893,39.70241674,107.298945,115.4928569,122.2015767,124.4865849,0.371841605,-0.78003,30.68944455,110.4648303,0.007945119,0.0,0.18806778,0.141904435,91.16672569,2.433127245,3.000443063,12.9052,4.677252961,0.2913301,0.27742,-1123.711957,-0.187678092,-0.164885802,-0.172937955,0.045174867,Ac22-N14,Ac22,N14,2.6537,0.975954893
-0.323,-0.25384,-0.309626864,0.000352509,-0.00731,-533.5522413,1802.8723,1772.145482,1669.1466,1386.5965,1655.156103,3492.590931,3736.0523,0.76587,0.71018,0.49895,0.50568,-0.885528159,-0.492241287,-0.59927,-0.555230732,-0.68499,-2.9389,131.2682127,121.6586384,111.962,2.003152874,5.753965848,8.012300139,6.508972174,6.082054458,89.13534691,52.6737965,42.64112277,107.1869237,116.1557943,122.342371,123.618,0.368547184,-0.77957,30.74383524,110.5031101,0.004688843,0.01046,0.179049465,0.152457385,79.05272999,3.8487,2.343045499,13.4586,5.475309164,0.26946,0.24653,-480.7580212,-0.18827,-0.135123814,-0.186453363,0.033695272,Ac11-N10,Ac11,N10,2.8829,1.058796732
-0.290948885,-0.2549,-0.293123822,0.000957865,0.0093,-571.6423906,1793.331694,1732.108671,1695.6008,1318.5404,1666.169822,3498.029066,3772.533134,0.781720744,0.74463,0.185707675,0.503294698,-0.873810609,-0.484194826,-0.607690307,-0.579657644,-0.699575739,10.9256,143.0553488,84.51563208,125.929,1.732529755,4.038099664,5.78180733,8.093664612,4.969620909,87.16652038,48.85186189,36.70007077,106.9164797,120.0425251,120.0385675,124.8447611,0.367871718,-0.788425,30.72529715,110.4130206,0.002124774,0.01897,0.220188955,0.532057016,18.80999341,3.241582068,1.649551771,15.3688,5.356649862,0.250819768,0.2642,-647.7103139,-0.165537861,-0.141504267,-0.17571193,0.035134465,Ac18-N12,Ac18,N12,3.5844,1.276591096
-0.308236754,-0.26799,-0.302863063,0.000329008,-0.00748,-1416.811512,1786.838763,1762.585214,1676.8802,1332.7821,1662.699373,3498.603283,3770.624435,0.796646376,0.74986,-0.291039903,0.501209859,-0.879818631,-0.48301831,-0.624635331,-0.58830565,-0.709388891,3.0511,140.9683193,107.9344028,155.967,1.746078034,5.52230759,6.007450925,8.51216391,5.56217072,87.20359145,47.96946794,38.85102459,107.046272,115.9493075,119.7295081,125.3245343,0.367261984,-0.80651,30.64536802,109.8281279,0.006191759,0.00876,1.115231053,0.658605291,86.71083976,4.319636897,3.155287688,20.2115,7.29873917,0.258618795,0.26051,-441.4519545,-0.178927356,-0.137955593,-0.183229821,0.034406646,Ac15-N15,Ac15,N15,4.0469,1.397938801
-0.285324951,-0.24593,-0.287638347,0.001594435,0.0154,-534.7194791,1837.400935,1806.896811,1699.3134,1350.1692,1654.100047,3490.343543,3758.382225,0.812895012,0.75914,-0.140527607,0.502747221,-0.887146555,-0.499928826,-0.611441369,-0.566321347,-0.709648805,1.0056,128.6522323,161.8727329,115.399,2.011602607,6.43358886,8.234450634,4.77971375,6.276919102,88.56782184,51.18440441,43.71224599,106.98697,115.5897855,121.3099441,125.4961404,0.36900878,-0.80782,30.97978918,109.6971945,0.009815982,0.02662,1.919166151,1.070580126,144.954528,2.410476452,2.575847911,11.8321,4.189792784,0.283868133,0.26133,-636.7814614,-0.143387828,-0.148083891,-0.15544963,0.036628386,Ac10-N11,Ac10,N11,4.847,1.578359957
-0.329477418,-0.27847,-0.30746114,-0.019887314,0.02158,-434.1229798,1802.146738,1748.274241,1694.6922,1329.6732,1663.59863,3498.705843,3769.714168,0.781572025,0.7461,0.126136809,0.505336625,-0.880405794,-0.485034706,-0.603721145,-0.568309558,-0.698507263,11.903,139.405671,139.2578667,69.174,1.796887292,3.145692021,7.079468286,5.3401733,5.655189822,87.12254479,48.46544142,39.58448318,106.807428,118.7005633,120.7197135,124.8130824,0.368050958,-0.78895,30.64385272,110.3313565,0.003515597,0.01382,0.580331644,0.631341866,91.94224053,1.497983355,1.751256887,8.2533,3.32852546,0.29880251,0.30005,-480.5675397,-0.180079384,-0.14348195,-0.180220909,0.041645584,Ac12-N6,Ac12,N6,4.8703,1.58314527
-0.323563235,-0.27314,-0.302920973,0.000880292,0.01855,-757.0952425,1800.233746,1742.109174,1689.9686,1321.4395,1661.931775,3500.90084,3769.942952,0.809668038,0.7705,-0.020251786,0.501951185,-0.891160009,-0.487379837,-0.613505472,-0.586030441,-0.702030766,9.1354,141.8199188,113.7497136,86.5175,1.852308703,3.251984379,6.488482766,5.668637857,5.988747481,87.17531194,49.2458041,39.28737327,107.0472076,119.5984501,119.8977784,124.8559932,0.379079105,-0.79958,31.26841787,110.8071955,0.004977679,0.03168,0.455263086,0.207756124,51.34530471,3.685997771,2.042279437,12.5153,6.056736024,0.296217701,0.29169,-825.8599178,-0.175449385,-0.147924494,-0.17449914,0.036762516,Ac8-N3,Ac8,N3,4.8788,1.584899288
-0.323563235,-0.27314,-0.302920973,-0.007264149,0.01855,-757.0952425,1800.233746,1742.109174,1689.9686,1321.4395,1666.270835,3497.198077,3769.942952,0.809668038,0.7705,-0.020251786,0.501951185,-0.873835789,-0.487379837,-0.613505472,-0.586030441,-0.702030766,9.1354,136.600974,103.4663377,86.5175,1.744693151,3.251984379,7.683018069,5.668637857,6.306523922,87.17531194,49.2458041,37.1539941,106.9681119,119.5984501,119.8977784,124.8559932,0.368048638,-0.79958,30.83464006,110.6205084,0.001653715,0.03168,0.104946468,0.016051382,51.34530471,3.685997771,3.123235666,12.5153,6.056736024,0.296217701,0.29169,-664.0764974,-0.175449385,-0.156456281,-0.17449914,0.041023592,Ac8-N13,Ac8,N13,5.1781,1.644438194
-0.329477418,-0.27847,-0.30746114,0.000880292,0.02158,-434.1229798,1802.146738,1748.274241,1694.6922,1329.6732,1661.931775,3500.90084,3769.714168,0.781572025,0.7461,0.126136809,0.505336625,-0.891160009,-0.485034706,-0.603721145,-0.568309558,-0.698507263,11.903,141.8199188,113.7497136,69.174,1.852308703,3.145692021,6.488482766,5.3401733,5.988747481,87.12254479,48.46544142,39.28737327,107.0472076,118.7005633,120.7197135,124.8130824,0.379079105,-0.78895,31.26841787,110.8071955,0.004977679,0.01382,0.455263086,0.207756124,91.94224053,1.497983355,2.042279437,8.2533,3.32852546,0.29880251,0.30005,-825.8599178,-0.180079384,-0.147924494,-0.180220909,0.036762516,Ac12-N3,Ac12,N3,5.9721,1.787090252
-0.32730783,-0.272193768,-0.307227197,-0.00322,0.011733003,-629.5925699,1821.124335,1789.566069,1698.223422,1350.832,1666.9311,3493.7978,3759.923188,0.831266172,0.788327506,-0.296086994,0.502714668,-0.87243,-0.493141142,-0.62662567,-0.586378461,-0.707502494,1.097099772,138.9523,84.7624,117.4966674,1.7,7.237024755,5.987965019,7.813880926,4.87203638,87.16257405,49.94620198,36.60271839,106.709,115.5358874,121.146158,125.5148998,0.57826,-0.814218078,30.87735,110.465,0.00076,0.020474584,0.0441,0.146,96.24425128,1.42228106,2.7865,17.02617488,3.340757696,0.32488783,0.283926771,-342.967559,-0.164861499,-0.15283,-0.1652856,0.03903,Ac2-N8,Ac2,N8,6.0444,1.799123951
-0.3507,-0.2822,-0.308751599,-0.003160173,-0.00359,-1094.347655,1800.1845,1768.921645,1696.7188,1321.5565,1668.845932,3495.063558,3768.8923,0.8262,0.78027,-0.16139,0.50791,-0.877825848,-0.492924088,-0.6109,-0.561090351,-0.70462,8.9229,135.4655244,84.59259139,120.848,1.7505709,5.09583318,5.960390745,7.15307105,5.68604154,87.3864621,50.97442999,37.20715811,106.7013347,117.0622284,120.8498613,124.428,0.369110553,-0.79496,30.43430952,109.821115,0.006942688,0.0,1.067387999,0.885549407,99.14394887,2.537,3.366978485,13.7132,1.67167034,0.30109,0.27861,-342.9712336,-0.20015,-0.154013851,-0.182038384,0.039315025,Ac3-N7,Ac3,N7,6.7767,1.91348288
-0.32730783,-0.272193768,-0.307227197,-0.007264149,0.011733003,-629.5925699,1821.124335,1789.566069,1698.223422,1350.832,1666.270835,3497.198077,3759.923188,0.831266172,0.788327506,-0.296086994,0.502714668,-0.873835789,-0.493141142,-0.62662567,-0.586378461,-0.707502494,1.097099772,136.600974,103.4663377,117.4966674,1.744693151,7.237024755,7.683018069,7.813880926,6.306523922,87.16257405,49.94620198,37.1539941,106.9681119,115.5358874,121.146158,125.5148998,0.368048638,-0.814218078,30.83464006,110.6205084,0.001653715,0.020474584,0.104946468,0.016051382,96.24425128,1.42228106,3.123235666,17.02617488,3.340757696,0.32488783,0.283926771,-664.0764974,-0.164861499,-0.156456281,-0.1652856,0.041023592,Ac2-N13,Ac2,N13,7.1229,1.963307926
-0.323563235,-0.27314,-0.302920973,-0.019887314,0.01855,-757.0952425,1800.233746,1742.109174,1689.9686,1321.4395,1663.59863,3498.705843,3769.942952,0.809668038,0.7705,-0.020251786,0.501951185,-0.880405794,-0.487379837,-0.613505472,-0.586030441,-0.702030766,9.1354,139.405671,139.2578667,86.5175,1.796887292,3.251984379,7.079468286,5.668637857,5.655189822,87.17531194,49.2458041,39.58448318,106.807428,119.5984501,119.8977784,124.8559932,0.368050958,-0.79958,30.64385272,110.3313565,0.003515597,0.03168,0.580331644,0.631341866,51.34530471,3.685997771,1.751256887,12.5153,6.056736024,0.296217701,0.29169,-480.5675397,-0.175449385,-0.14348195,-0.17449914,0.041645584,Ac8-N6,Ac8,N6,7.8457,2.059959238
-0.299910454,-0.25134,-0.301350438,-0.007264149,0.01251,-3492.711591,1821.363899,1799.56293,1704.3987,1317.3677,1666.270835,3497.198077,3758.462337,0.847316261,0.81384,-0.521884789,0.501061697,-0.873835789,-0.497209435,-0.619719967,-0.571560174,-0.710465088,3.1598,136.600974,103.4663377,149.574,1.744693151,6.370250867,7.683018069,5.532604085,6.306523922,87.37861902,53.94649669,37.1539941,106.9681119,115.3851916,120.6113994,125.7071365,0.368048638,-0.80557,30.83464006,110.6205084,0.001653715,0.01258,0.104946468,0.016051382,83.34212413,1.835172222,3.123235666,14.257,3.662210789,0.293856009,0.26385,-664.0764974,-0.152982449,-0.156456281,-0.161492674,0.041023592,Ac14-N13,Ac14,N13,10.0267,2.305251535
-0.304619796,-0.258328224,-0.29837699,-0.000653161,0.010329742,-821.4414151,1845.788952,1786.669247,1698.156384,1337.679562,1661.552523,3498.219198,3662.425702,0.823045347,0.779679977,0.02080733,0.516214895,-0.885057684,-0.502872169,-0.613331921,-0.57112484,-0.698771487,0.3668068,144.2380683,119.9148299,155.5749722,1.943601516,6.995368236,7.77676096,4.656498703,7.450277348,88.00001653,51.70707363,38.35813739,107.6906997,116.6764305,120.269862,121.9374858,0.374444255,-0.808870268,30.77297869,111.4644641,0.005160492,0.044007779,0.362307368,0.171851151,58.0893811,5.591382542,2.797850813,18.47923286,3.844736365,0.302121723,0.268657967,-574.4455779,-0.153558001,-0.150790457,-0.160814745,0.037864924,AcA-NA,AcA,,14.79,2.693951277
