model,type,kfold,repeat_kfolds,seed,error_type,y,names,X_descriptors,params,combined_rmse,split
MVL,reg,5,10,0,rmse,ln rate,Coupling,"[""E (HOMO)_anion_boltz"", ""eta_anion_boltz""]",{},2.3397001483402846,even
