,SMILES String,PC1,PC2,PC3,PC4,PC5,Cluster
Anion_1562,O=C([O-])Cc1cccc2[nH+]cc[c-]12,1.951602328,1.026879456,-0.981691732,0.67806356,-1.175270577,9
Anion_1563,Cc1c(C(=O)[O-])c2ccccc2n1C,0.858008039,0.280187388,-1.407039473,-0.241796534,0.270983695,2
Anion_1564,O=C([O-])Cc1c[nH+]c2nccc[c-]12,0.72290316,0.330926224,-0.254846122,0.400117776,-2.006847971,5
Anion_1565,O=C([O-])c1ccc(-c2ccc(Cl)cc2)s1,-4.572344747,0.975327344,-0.177672464,-1.347985379,-0.10524739,0
Anion_1566,CC(=O)OCc1ccc(C(=O)[O-])o1,-1.175226319,-0.555016589,-1.543688282,-1.366448421,0.205726579,2
Anion_1567,CC1c2ccccc2OC(=O)C1C(=O)[O-],1.065042405,-1.632856554,0.924125526,0.829165523,1.452207895,7
Anion_1568,O=C([O-])C[S+]=c1nc2cccc[c-]2o1,-0.372949382,0.557330877,-0.156808216,0.804347962,-0.471000636,5
Anion_1569,CC1=[N+]=C(C(=O)[O-])C(=C2C=CC=C[CH-]2)O1,-1.397994722,-1.487155578,-0.244038083,-0.821421855,0.089144382,2
Anion_1570,CCOC(=O)c1ccc(C(=O)[O-])o1,-2.563180183,-1.684994053,1.972679303,-1.982168774,-0.616076511,3
Anion_1571,Cc1[nH+]c2ccc(Cl)cc2[c-]1CC(=O)[O-],2.55080681,1.620314912,4.272912918,0.378246631,0.657288537,14
Anion_1572,O=C([O-])C[n+]1c([O-])[nH+]c2ccccc2c1[O-],0.342738665,1.719339328,4.594085017,-0.781737382,-1.585961193,18
Anion_1573,O=C([O-])C1=[N+]=C(c2ccccc2)OC1=C1C=CC=C[CH-]1,-3.522803154,-0.873005752,0.771828517,-0.395393386,2.155107061,15
Anion_1574,C[n+]1[c-]c(C(=O)[O-])cc1,2.715258044,-0.047556946,-2.851768154,-1.332740785,-0.495803851,20
Anion_1575,COc1ccc2c(c1)NC=C2C(=O)[O-],-0.44841598,2.221619032,0.064874071,-2.356776342,-0.844732579,5
Anion_1576,CC(=O)c1[c-]c2cc(C(=O)[O-])[nH+]c-2cc1,-3.89440719,-1.911467928,-1.507953106,0.613364472,1.082701699,15
Anion_1577,CCCC1=NC=C(C(=O)[O-])S1,-1.832748618,-0.97857561,-0.38814091,-0.716458567,-0.014422498,2
Anion_1578,C[N+]1=NC=C(C(=O)[O-])[C-]1Cl,1.725046758,-1.593681666,-1.34442918,-0.788789759,-0.3049306,17
Anion_1579,O=C([O-])C1=C[N+]2=[N+]=C(Cl)C=CC2=N1,-4.144819244,-1.588153153,-0.585615058,0.844065693,-0.478412161,15
Anion_1580,COc1ccc(N2C=C(C(=O)[O-])[N+]#[N+]2)cc1,-4.668012736,2.153307351,-0.358660025,-1.57672597,0.127607856,0
Anion_1581,O=C([O-])C1=CC(=C2C=CC(F)=C[CH+]2)O[N-]1,-4.325826363,-0.132211674,-0.251983333,-1.263415095,0.149747461,0
Anion_1582,C=C(CN1CCOCC1)C(=O)[O-],0.491923055,0.063549489,-0.782411465,-1.812264492,0.074380796,2
Anion_1583,CC1=CC(Br)=[S+2]=C1C(=O)[O-],-0.377348293,-2.337914442,1.49647597,-0.501039868,0.718962908,21
Anion_1584,O=C([O-])c1cc2cc(Cl)ccc2s1,-3.401111132,-1.838994172,-1.053165946,-0.639753657,0.76420478,15
Anion_1585,O=C([O-])CCCCN1C(=O)C=CC1=O,-2.263286647,0.939848953,2.371020566,3.53801731,-5.289336314,4
Anion_1586,O=C([O-])C=Cc1coc2ccccc2c1=O,-4.114019065,1.054366293,-0.238415043,1.14768731,0.424464267,10
Anion_1587,CC(C)COCC(=O)[O-],4.253819774,1.366923143,-1.657374287,-3.225091627,-0.660539316,1
Anion_1588,CC(C)CCC(=O)C(=O)[O-],0.06876023,-3.859109761,-0.94560672,-0.291030737,0.391144598,17
Anion_1589,CCC(F)(F)C(=O)[O-],5.204575685,-2.812100984,-1.07330232,-1.638439262,0.62708476,11
Anion_1590,CCCCOCCOCC(=O)[O-],1.583426124,4.648911163,-0.866337595,-4.638576184,0.342180024,16
Anion_1591,CCCC(=O)CCCCCC(=O)[O-],2.874967872,-0.387515041,-1.73078283,1.883219943,-1.614635174,9
Anion_1592,CCOC(=O)CC(C)(C)C(=O)[O-],2.593416367,0.784441706,0.436062168,0.616389229,1.351046002,7
Anion_1593,CCOC(=O)CCC(=O)CCC(=O)[O-],2.148983271,-0.402153361,-1.622552785,1.658505942,-0.259814995,9
Anion_1594,CC(C)(C)CC(=O)C(=O)[O-],0.191157023,-3.864441735,-0.710301472,-0.625988643,0.14104501,17
Anion_1595,CC(C)(Oc1cccc(Cl)c1)C(=O)[O-],1.277302927,-0.522045314,1.047878327,1.258699026,1.2244974,7
Anion_1596,C=C(C)CCCCC(=O)[O-],2.538482873,2.622079949,-0.947431703,-0.557417981,-1.038986007,5
Anion_1597,CC(=O)c1cccc(OCC(=O)[O-])c1,-0.974259772,-0.40594372,0.09067362,1.388504097,-2.663958008,4
Anion_1598,CCCCc1ccc(CC(=O)[O-])cc1,-0.990697479,4.69064553,0.314245277,-1.783367089,-0.084161063,16
Anion_1599,O=C([O-])CCCc1cccc(Cl)c1,0.90258097,1.871574991,-1.391104406,1.373596558,-0.3634712,9
Anion_1600,Cc1ccc(S(=O)(=O)OCC(=O)[O-])cc1,-0.367579674,-0.853934184,-0.78595199,0.780443712,-1.076299961,2
Anion_1601,Cc1cc(Cl)cc(Cl)c1OCC(=O)[O-],0.436812583,-0.01013515,-1.419752356,1.674772517,0.272210704,9
Anion_1602,O=C([O-])COc1ccc2c(c1)CCC2,0.602436172,0.954426649,-0.977437026,0.334343271,-0.728445645,5
Anion_1603,O=C([O-])CCCc1ccccc1Br,1.047026065,1.215129831,-1.543422571,1.316400952,0.045176609,9
Anion_1604,O=C([O-])CCC1CCC(=O)CC1,1.766169913,1.639021261,-0.957616738,1.730178835,-1.30345251,9
Anion_1605,CCCC1CCC(C2CCC(C(=O)[O-])CC2)CC1,0.037032755,6.677329703,-2.39097913,-1.462893382,5.284510664,19
Anion_1606,Cc1ccc(C(=O)CCCCC(=O)[O-])cc1,0.468488822,0.363735859,-1.171434463,3.58903696,-1.558626991,13
Anion_1607,COc1ccccc1C(=Cc1ccccc1)C(=O)[O-],-1.114821482,-1.370994475,2.308452229,-0.114896536,2.602799291,21
Anion_1608,CC1(C(=O)[O-])CCC(=O)CC1,3.935030274,-1.471573673,0.987354833,1.891321092,0.516814852,7
Anion_1609,COC1=CC=CC(=CC(=C([O-])[O-])c2ccccc2)[CH+]1,-2.358660443,-1.371999118,-0.621586392,0.608145804,2.377253025,15
Anion_1610,CC(C)(C)c1ccc(C(=O)C=CC(=O)[O-])cc1,-6.218338366,2.28561695,1.952384347,-2.23998304,-1.482190788,0
Anion_1611,CC1=C(C(=O)[O-])[N+]#[N+][N+]1=c1[c-]cc(Br)cc1,-4.065311365,1.689949112,0.90295104,-0.821976722,0.376602953,0
Anion_1612,O=C([O-])C=Cc1cccc(Cl)c1Cl,-2.728355047,-0.203306268,-0.174686867,-0.221280583,-0.161266222,10
Anion_1613,Cc1ccc(Br)cc1CC(=O)[O-],0.899311784,0.732038951,-0.369429439,-1.151307987,-0.965416202,5
Anion_1614,O=C([O-])C(=O)Cc1cccc(Cl)c1,-2.039834747,-3.872422786,-1.131064849,0.530294711,0.322505811,8
Anion_1615,O=Cc1ccc(OCCCC(=O)[O-])cc1,-0.842908324,1.661226924,1.636512627,-0.390661711,-3.912936751,4
Anion_1616,CC(C)(Oc1ccc(Cl)cc1Cl)C(=O)[O-],1.448599888,0.176952316,1.408855291,1.817067049,1.100583114,7
Anion_1617,O=C([O-])CCCc1cccc(F)c1,1.36823111,1.547226407,-1.356166587,1.116457143,-0.587361292,9
Anion_1618,CN(C)C1(C(=O)[O-])CC1,6.553318737,-1.017938159,0.620424409,-1.875055218,1.261989202,11
Anion_1619,COc1cccc(C2(C(=O)[O-])CC2)c1,2.037825383,-0.367615967,1.663492034,0.050331268,0.907980609,7
Anion_1620,CC(C)C1=CC(C(=O)[O-])=NN1,1.01587716,0.397563234,-0.958137972,-1.657937203,0.500402248,2
Anion_1621,O=C([O-])C1CCC(CN2C(=O)C=CC2=O)CC1,-4.777877605,2.606764353,2.469265657,4.269053656,-2.560385219,4
Anion_1622,O=C([O-])CCOc1ccccc1F,1.664679566,1.220713304,1.116880988,-0.508797402,-1.412548682,5
Anion_1623,O=C([O-])CCCOc1cccc(Br)c1,-0.290595313,3.404730106,1.447818481,-3.005271196,-3.048849788,16
Anion_1624,CC(C)(C)OC(=O)N1CCC2=[S+2]=C(C(=O)[O-])C=C2C1,-2.85870994,1.123751502,-0.823439649,-1.113878713,1.675927602,10
Anion_1625,N#[N+][N-]CCCCCCCCC(=O)[O-],2.301264161,-0.851643364,-1.34386381,2.215076345,-2.21100232,9
Anion_1626,O=C([O-])Cc1ccc(N2C(=O)C=CC2=O)cc1,-5.642625574,2.242114644,2.691776341,3.170439406,-3.742786083,4
Anion_1627,N#Cc1ccc(C(=O)[O-])o1,-2.308394329,-3.697965325,-0.193284957,-1.338528256,-1.162475681,8
Anion_1628,CC(=CC(=O)[O-])c1ccc(C(F)(F)F)cc1,-2.3917476,-0.567755803,-1.642679911,1.068934806,2.036420306,15
Anion_1629,O=C([O-])C1=C[N+](=c2[c-]cccc2)N=C1c1ccc(Cl)cc1,-2.466292911,-0.221204453,0.776010705,-0.308939677,2.764314766,10
Anion_1630,O=C([O-])c1cc2cc(OC(F)(F)F)ccc2[nH]1,-3.349035097,-1.203751023,-2.205169598,0.330646684,2.092206795,15
Anion_1631,O=C([O-])C1CN(Cc2ccccc2)C1,0.007528764,3.053008466,-0.735910306,-0.189907955,-0.056713878,16
Anion_1632,O=C([O-])c1cc2c(F)cccc2s1,-2.423462845,-2.494503941,-1.537436273,-0.009453768,0.838801195,15
Anion_1633,O=C([O-])Cc1c[nH+]c2cc(Br)cc[c-]12,0.008053662,2.204575163,0.325821871,-1.394600237,-1.971967903,5
Anion_1634,O=C([O-])C1(c2ccc(I)cc2)CC1,0.773708862,-0.557601532,0.904156345,2.639885526,2.398299453,7
Anion_1635,O=C([O-])C1=CC(C(F)(F)F)=[N+]=[NH+]1,-0.450748171,-3.543722127,-1.041901493,-1.057037397,-0.019360065,17
Anion_1636,O=C([O-])Cc1c(F)ccc(F)c1F,2.591799676,0.450634075,2.985960959,-0.387419672,-0.686915946,14
Anion_1637,C[n+]1c(C(=O)[O-])cc2cc(F)cc[c-]21,-1.20226984,-2.013558076,-1.058235022,0.045144622,1.282274514,2
Anion_1638,O=C([O-])c1c[n+]2cc(Cl)ccc2[n-]1,-2.932392135,-0.821607145,-1.302403399,0.241185107,0.036906708,15
Anion_1639,CC(C)(Cc1ccc(F)cc1)C(=O)[O-],3.009177422,-0.183883912,0.62655327,2.966175696,0.828605386,7
Anion_1640,O=C([O-])c1cc2cccc(Br)c2s1,-3.190550506,-2.343393177,-1.287710807,-0.292296616,1.05969753,15
Anion_1641,O=C([O-])Cc1cc(Br)ccc1F,0.636681638,0.26726588,0.13354535,-1.040068088,-1.320749124,5
Anion_1642,O=C([O-])CC1CCC(F)(F)CC1,4.310123445,2.815275848,-1.583156611,-3.085794311,-0.530782068,1
Anion_1643,O=C([O-])c1c[s+]c(-c2c(F)cccc2F)[n-]1,-3.617212853,0.25696873,0.737515249,-0.942237324,-1.086226957,0
Anion_1644,COc1ccc(CN2C=C(C(=O)[O-])C=N2)cc1,-1.812588405,2.525616194,-1.306747246,0.174476876,1.085520966,6
Anion_1645,Cc1[c-]c2nc(C(=O)[O-])[nH+]c-2cc1,-2.858399136,-3.027739865,-1.950377935,-0.167959342,1.116865789,15
Anion_1646,CC1=CNC=C1C(=O)[O-],3.905156794,-0.551115635,-1.217673553,-0.818006583,0.081542059,20
Anion_1647,CC1=C[N+](C)=[N+]=C1C(=O)[O-],2.133658673,-1.121060533,-1.546633324,-1.053177675,0.693290681,20
Anion_1648,O=C([O-])c1cc(Cl)co1,-0.074126631,-2.853786248,-1.642283474,-1.444835261,-0.334242556,17
Anion_1649,Cc1cc(C)c(C(=O)[O-])s1,1.043862092,-1.809719607,0.857862661,-0.058901411,0.732236272,17
Anion_1650,C[n+]1c([O-])cccc1C(=O)[O-],0.12965182,-4.265252979,0.263405947,-0.348225873,0.298768199,17
Anion_1651,O=C([O-])CCC(=O)N1CCCC1,3.945718953,0.744493842,-2.2312434,0.610135998,-0.509798162,20
Anion_1652,O=C([O-])c1[nH+]c2ccccc2[c-]1Cl,-2.13252629,-2.745804315,-1.52386518,-0.531626961,0.056981493,8
Anion_1653,CC1=N[N+](C)=C(C(=O)[O-])[C-]1Br,2.186591235,-4.160014086,1.751771741,-0.344342956,2.425351408,21
Anion_1654,CCc1[c-]c2cc(C(=O)[O-])[nH+]c-2cc1,-2.425809649,-1.338241705,-2.312013376,0.095035055,1.542349875,15
Anion_1655,Cc1ccc2c(CC(=O)[O-])coc2c1,0.448540618,1.542077911,0.730103128,-1.686575543,-2.192287882,5
Anion_1656,O=C([O-])C1=[N+]=C(c2ccccc2)C=[S+]1,-4.301893059,-1.486670771,0.030094531,-2.103978882,-0.311822771,0
Anion_1657,O=C([O-])c1cc2cccc(Br)c2[nH]1,-2.423999304,-2.086494507,-1.297095595,-0.835023982,0.221931332,15
Anion_1658,O=C([O-])C1=NOC(=C2C=CC=C[CH+]2)[N-]1,-4.599879132,-1.199700777,0.048843499,-0.926424105,-0.234256492,0
Anion_1659,O=C([O-])C1=CC(=C2C=CC=[S+]2)O[N-]1,-4.172515248,-1.076042738,-0.141685513,-0.703190724,-0.309117286,15
Anion_1660,CC1=[N+]=C(C(=O)[O-])N=[N+]1c1ccccc1,-2.53734555,0.532969958,-0.011425069,-1.306653751,0.966113316,10
Anion_1661,CC1=NC(c2ccccc2)=C(C(=O)[O-])S1,-1.620850466,-2.474355608,1.042418032,-0.368248095,0.80642686,21
Anion_1662,O=C([O-])c1ccc([O-])[n+](Cc2ccccc2)c1,-2.264528522,-0.364790542,-1.182649501,-1.096226393,-0.226136237,2
Anion_1663,Cc1c(C(=O)[O-])[n+]#[n+]n1Cc1ccccc1,-2.041900115,0.99931323,0.211263223,-1.325611242,0.387535236,10
Anion_1664,O=C([O-])CCCC[N+]1=CC=[N+]=C1,2.845012047,0.977536369,-1.062711206,-0.853419132,-1.828580818,20
Anion_1665,C[n+]1cc(I)c(C(=O)[O-])[n-]1,0.675334212,-3.881740051,0.470890087,0.78612117,0.713376557,17
Anion_1666,O=C([O-])c1cc2c([nH]1)=[S+2]=CC=2,-0.368182961,-1.90434061,-2.143697197,-0.769779136,-0.064700392,2
Anion_1667,O=C([O-])C[N+]1=CC(=C2C=CC=C[CH-]2)[N+]#[N+]1,-1.680584028,1.460942657,1.747913591,-3.802568564,-2.612890118,18
Anion_1668,CC1=[N+]=C[NH+]=C1C(=O)[O-],2.20033028,-2.86754882,-1.617613762,-1.282223087,-0.738215827,17
Anion_1669,O=C([O-])c1c[s+]c(-c2ccc(Cl)cc2)[n-]1,-4.821426181,1.103373559,0.685991812,-1.892886698,-1.557424476,0
Anion_1670,O=C([O-])Cc1ccc(N2CCOCC2)cc1,-0.325680081,3.873932905,-0.394650779,-0.95737092,-0.055620656,16
Anion_1671,O=C([O-])C1=CC(=C2C=CC(Br)=C[CH+]2)O[N-]1,-5.464679331,0.779124214,0.168827218,-1.570030157,0.241437673,0
Anion_1672,N#CC(=Cc1ccccc1)C(=O)[O-],-1.275033496,-5.618979779,2.18364259,1.42375855,1.251718261,21
Anion_1673,O=C([O-])C1=[S+2]=c2cc(Cl)ccc2=C1Cl,-2.762892097,-3.125901618,1.579252978,0.163162878,2.350880797,21
Anion_1674,O=C([O-])CCCC1=CC=[S+2]=C1,1.682974906,0.969373812,-1.007930211,0.861244054,-1.217180606,9
Anion_1675,CCCCCCOCC(=O)[O-],1.622562657,4.666047275,-0.828822019,-4.569023808,0.127324031,16
Anion_1676,CCCC(=O)CCCCC(=O)[O-],2.253842905,0.533817506,-0.936701602,0.802160835,-2.323929841,9
Anion_1677,CCCCCCCCSCCC(=O)[O-],1.601273781,3.61475192,-1.783120286,-0.655317494,1.031100255,1
Anion_1678,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)F,2.396652203,2.963472398,-0.189264366,-2.417469161,-0.204561623,1
Anion_1679,O=C([O-])C(F)(F)C(F)(F)OC(F)(F)F,2.79000786,-3.811295039,-0.831690309,-1.479327356,1.876517291,17
Anion_1680,O=C([O-])CC[S+]=c1[c-]c(Cl)ccc1,1.246946599,0.562042367,-1.563752063,2.767360789,-0.52093851,9
Anion_1681,O=C([O-])CCCC(=O)C1CCCCC1,1.690624308,0.275006352,-1.438774402,1.425004815,-0.67923058,9
Anion_1682,COc1ccc(C)cc1CC(=O)[O-],1.44225789,0.204038714,-0.71898138,-0.785094638,-0.492179069,5
Anion_1683,CC12CC3(C)CC(C)(C1)CC(C(=O)[O-])(C2)C3,4.823490357,1.211609292,-0.047857369,-0.389088643,2.775711128,11
Anion_1684,O=C([O-])CCCCc1ccc(Br)cc1,0.772076051,2.164341557,-0.493958194,0.425380387,-1.735077612,5
Anion_1685,O=C([O-])CCOc1ccc2ccccc2c1,-2.453226879,4.911055614,1.775265409,-1.626346807,-2.292467269,16
Anion_1686,O=C([O-])C=Cc1ccc(I)cc1,-3.213284931,0.633226377,-1.725144336,0.662228024,0.436641438,10
Anion_1687,Cc1cccc(C)c1CC(=O)[O-],3.120591284,0.390558918,2.118993559,-0.024279847,0.258976253,14
Anion_1688,COc1ccccc1OCCC(=O)[O-],1.567499756,1.724352402,-0.652004458,0.226528518,-1.336889569,5
Anion_1689,CCOc1ccc(CCC(=O)[O-])cc1,1.218018706,2.470572008,-1.882094386,2.435820572,0.219036732,6
Anion_1690,C[N+](C)=C1C=CC(=CC(=C=[N-])C(=O)[O-])C=C1,-4.892867097,0.184071916,-0.00090623,-0.328667349,1.109721358,0
Anion_1691,CCOc1ccc(C(=O)C=CC(=O)[O-])cc1,-6.064131064,2.608817159,2.537538503,-2.947990865,-1.598658745,0
Anion_1692,Cc1ccc(-c2ccc(CC(=O)[O-])cc2)cc1,-2.460126246,4.696163112,0.404214771,-0.894423988,-0.25123591,16
Anion_1693,O=C([O-])CCCC1CC1,5.056326429,2.374381275,-2.08932664,-2.235282855,-0.071214991,1
Anion_1694,CC1=CC=C(C)C(=CC=C([O-])[O-])[CH+]1,-1.37595167,-0.548701028,-0.950879233,0.851622215,1.190861249,2
Anion_1695,CC(C)(Oc1ccc(F)cc1)C(=O)[O-],1.671035087,0.185719911,1.70252511,0.451283155,0.392617884,7
Anion_1696,O=C([O-])CCC(=O)c1ccc2c(c1)CCC2,0.057245297,0.228340263,-0.81188661,3.521105185,-1.706189619,13
Anion_1697,COc1ccc(C(=O)CCC(=O)[O-])cc1F,-0.364221579,0.293131454,-1.023315038,3.795170264,-1.678390719,13
Anion_1698,O=C([O-])C12CC(c3ccccc3)(C1)C2,0.343559367,0.826943348,-0.517091711,1.158927831,2.650691088,6
Anion_1699,O=C([O-])C1=[S+2]=CC=C1[n+]1[c-]ccc1,1.083229228,-3.12859536,5.110695281,-0.005201142,1.624943742,21
Anion_1700,N#[N+]N=c1[c-]cc(CCC(=O)[O-])cc1,0.536724439,1.024678264,-1.219422183,3.521152146,-1.282785905,13
Anion_1701,CC(C)Cc1ccc(C(=O)CCC(=O)[O-])cc1,-1.739760501,2.501854961,-0.113360646,2.439120507,-1.148866719,4
Anion_1702,O=C([O-])C1=[S+2]=C(Br)N=C1C(F)(F)F,-2.207346865,-4.759433586,3.954768783,0.052297105,1.511424868,21
Anion_1703,CCCC1=C(C(=O)[O-])C=[N+]=[N+]1c1ccc(F)cc1,-1.332950619,1.70171019,0.329532127,-0.43620542,0.261122962,10
Anion_1704,O=C([O-])c1cc(=C2C=CC(Cl)=C[CH+]2)[n+](=c2[c-]cccc2)[n-]1,-4.573147372,1.214191523,-0.766142149,-0.366389822,3.398467469,10
Anion_1705,CC1=[N+]=C(CC(=O)[O-])C(C)=[S+]1,1.307919946,1.399419267,0.149369959,-0.321329085,-2.154128907,5
Anion_1706,CC1=[N+]=[N+](C)C(C(F)(F)F)=C1C(=O)[O-],2.046112445,-1.930489158,1.247170364,-0.173332794,1.310622742,7
Anion_1707,CC(C)c1[c-]c2[nH+]c(C(=O)[O-])cc-2cc1,-2.421706712,-0.013182957,0.40139517,-1.547179258,1.0303906,10
Anion_1708,CC(C)c1[c-]c2cc(C(=O)[O-])[nH+]c-2cc1,-2.242879984,-1.179392906,-1.242314313,-0.006236133,2.060075275,15
Anion_1709,O=C([O-])C1=[N+]=[NH+]c2cc(OCc3ccccc3)ccc21,-3.166266582,1.866071608,-0.969745759,-0.22716866,1.563587948,10
Anion_1710,COCC[N+]1=[N+]=CC=C1C(=O)[O-],1.262016329,-3.320397525,-0.364315727,-1.676420466,-0.544052291,17
Anion_1711,O=C([O-])CCc1ccc(F)c(Br)c1,0.927920924,1.028406993,-1.337676975,2.069912469,-0.609267517,9
Anion_1712,COC(=O)C12CCCC(C(=O)[O-])(CC1)CC2,0.881706469,2.402322588,0.843768963,0.283477281,1.451222766,6
Anion_1713,CC1=[N+]=C(C(=O)[O-])N=[N+]1c1ccc(F)cc1,-2.925726513,1.035640275,0.325598313,-1.768081962,1.017954517,0
Anion_1714,CCC1=CC(C(F)(F)F)=[N+]=[N+]1CC(=O)[O-],2.601445945,0.750266611,3.969909187,-1.248849478,0.27734402,14
Anion_1715,O=C([O-])C1=C[N-]OC1=C1C=CC=C[C+]1C(F)(F)F,-0.67440528,-1.279649583,3.745702044,-0.675122438,-0.262564988,3
Anion_1716,O=C([O-])c1ccc[n+](Cc2cccc(Cl)c2)c1[O-],-2.772293237,1.708091926,2.442355488,-2.057101819,0.410300451,0
Anion_1717,Cc1cccc(OCCCC(=O)[O-])c1C,0.439067117,3.439646544,0.676326278,-2.596283311,-2.227480312,16
Anion_1718,Cc1cccc(=[N+]2C=[N+]=C(C(=O)[O-])[CH-]2)[n-]1,-3.424163524,1.297376222,-1.26664954,0.503934938,-0.01533189,10
Anion_1719,CN(C)Cc1ccc(C(=O)[O-])o1,0.043836431,-1.011898901,-1.802752606,-1.456796078,-0.254761158,2
Anion_1720,O=C([O-])c1ccc(COc2cccc(Cl)c2)o1,-2.454921326,0.371250953,-1.694542544,0.883214667,2.349922434,10
Anion_1721,O=C([O-])c1ccc(COc2ccccc2Cl)o1,-1.915158599,0.016135116,-1.200078981,-0.265523549,0.677635301,10
Anion_1722,O=C([O-])c1ccc(COc2ccccc2Br)o1,-2.141835349,0.31650994,-1.139622625,-0.194157612,1.046300164,10
Anion_1723,COc1cccc(OCc2ccc(C(=O)[O-])o2)c1,-1.040307941,-0.561545475,-0.846221223,-1.529502821,0.41095668,2
Anion_1724,O=C([O-])c1ccc(COc2ccc(Br)cc2)o1,-2.197186565,0.55026728,-1.573410319,0.981140648,1.779987791,10
Anion_1725,Cc1cc(OCc2ccc(C(=O)[O-])o2)ccc1Cl,-1.745287526,0.183128917,-1.351581449,0.25533425,1.291830009,10
Anion_1726,O=C([O-])c1ccc(COc2ccc(Cl)cc2Cl)o1,-2.525032864,-0.028711636,-1.487840282,0.064570107,0.515624788,10
Anion_1727,O=C([O-])c1ccc(COc2cc(Cl)ccc2Cl)o1,-2.323381589,-0.061962772,-0.921270576,0.645269231,1.430049063,10
Anion_1728,O=C([O-])c1ccc(COc2ccc3ccccc3c2)o1,-3.0349971,0.2614934,-0.987222068,1.777439267,0.919371597,10
Anion_1729,O=C([O-])c1ccc(COc2cccc3ccccc23)o1,-4.039093451,0.533448168,-1.573571177,1.916905447,2.822449108,10
Anion_1730,O=C([O-])C1CC[N+](=c2[c-]cc(Cl)cc2)CC1,0.617957201,1.918359641,-1.214193661,2.947576433,1.837136368,6
Anion_1731,O=C([O-])C1CC[N+](=C2C=CC(Cl)=[N+]=N2)CC1,-0.957034523,0.935257027,-0.386930477,4.722143596,0.71381097,13
Anion_1732,O=C([O-])C1CC[N+](=C2N=c3ccccc3=[S+]2)CC1,-2.053428441,3.151890411,-1.417267197,1.723107826,3.761191368,6
Anion_1733,O=C([O-])c1[c-][n+](CC(F)(F)F)nc1,0.649207078,0.235460445,-1.436163714,-1.232839621,0.146490554,2
Anion_1734,COc1ccc(C2=NC=C(C(=O)[O-])S2)cc1,-5.536284646,1.350404167,0.064443928,-1.723273551,0.395400665,0
Anion_1735,O=C([O-])C1=[S+2]=CN=C1Cl,-0.936993626,-4.560715295,-0.268204006,-0.46528291,-1.416527095,8
Anion_1736,O=C([O-])CCN1C(=O)CCc2ccccc21,1.234840886,0.323941069,-1.567303004,2.096731032,-1.012003084,9
Anion_1737,Cc1onc(C2=CC=[S+2]=C2)c1C(=O)[O-],0.600434638,-1.926791821,2.569682681,-0.975930219,0.347465129,3
Anion_1738,O=C([O-])c1cc2ccc(-c3ccc(Cl)cc3)cc2o1,-6.392899973,2.268516108,0.222321724,-2.799066176,1.300749102,0
Anion_1739,O=C([O-])Cc1ccc(CN2CCOCC2)cc1,-0.980385242,4.054277515,-0.629192321,-0.420508377,0.802466399,16
Anion_1740,Cc1ccc(C2=NOC(=C([O-])[O-])[N-]2)cc1,-5.757235287,-1.744595331,0.436147729,-2.642685839,0.933256877,0
Anion_1741,O=C([O-])C1(c2ccccc2C(F)(F)F)CC1,1.898951287,-0.198252702,2.625657846,0.113104842,0.312875127,14
Anion_1742,O=C([O-])Cc1cc(F)c(F)cc1Br,0.365842878,-0.129029801,0.00720651,-0.542091485,-0.897410341,5
Anion_1743,O=C([O-])c1[c-][n+]2nccc-2nc1,-2.117080335,-2.455335198,-0.840890556,0.418715721,-1.144889781,8
Anion_1744,CC(C)(CC(=O)[O-])C1CC1,4.946010763,0.911980639,-3.353412677,-1.166627954,0.480192912,1
Anion_1745,O=C([O-])c1c[n+]2cccc(Br)c2[n-]1,-2.647420542,-1.297458063,-1.42170797,0.447336299,0.049677792,15
Anion_1746,O=C([O-])c1c[n+]2c(Br)cccc2[n-]1,-2.758979035,-1.266211576,-1.33546395,0.377862011,0.119520636,15
Anion_1747,C[n+]1cc2ccc(C(=O)[O-])cc2[n-]1,-1.704409294,0.600670284,-1.27265469,-0.2611199,-0.477729167,10
Anion_1748,O=C([O-])CCc1ccc(Br)nc1,0.525966307,0.91717911,-0.911526426,2.667427413,-1.375551487,13
Anion_1749,CC(C)(C(=O)[O-])c1ccccc1F,3.214089491,-0.844307787,0.230531914,2.004437276,0.840510118,7
Anion_1750,COc1ccc(C2(C(=O)[O-])CCOCC2)cc1,2.905240123,0.241014029,2.28768997,2.553788028,3.043988036,7
Anion_1751,O=C([O-])C1(c2cccc(Cl)c2)CCOCC1,1.689906063,-0.83760633,1.003894026,1.061953143,1.351203994,7
Anion_1752,O=C([O-])C1=CC=[N+]2C=C[S+]=C12,0.61396405,-0.303413633,-1.326072574,-0.984137833,-0.928840136,2
Anion_1753,Cc1cccc2c1=C(Cl)C(C(=O)[O-])=[S+2]=2,-1.268185492,-3.472933123,1.789877583,0.528375295,2.749939994,21
Anion_1754,COCCOc1ccc(CC(=O)[O-])cc1,-0.357401351,4.080274562,-0.56141,-0.251549553,0.001847463,16
Anion_1755,CCCC1=[S+2]=C(C(=O)[O-])C=C1Br,-2.134662506,-2.148676615,-1.678935948,-0.759905487,0.99903189,15
Anion_1756,CCc1cccc2c(C(=O)[O-])c[nH+][c-]12,0.068625479,0.704823646,-2.338511664,0.156328226,-0.018819422,2
Anion_1757,CC1=CC(=O)N(CCCCCC(=O)[O-])C1=O,1.262730698,0.228546822,5.481571557,4.387431642,-2.116637823,12
