,SMILES String,PC1,PC2,PC3,PC4,PC5,Cluster
Anion_4481,Cc1coc2c(C)c3oc(=O)c(CC(=O)[O-])c(C)c3cc12,-2.636286219,2.800653908,-0.557879666,2.412871227,0.341075625,6
Anion_4482,CCOc1ccc([N+]2=[N+]=[N+]=C(C(=O)[O-])[C-]2C)cc1,-4.493863435,3.370748215,0.50728731,-1.320335603,1.619653326,0
Anion_4483,CN1C=C(C(=O)[O-])C(Cl)=CC1=O,-0.681501199,-3.249019707,0.078230959,0.374634866,-0.138797725,8
Anion_4484,O=C([O-])Cc1cc(C(F)(F)F)ccc1C(F)(F)F,1.104476472,0.396073611,1.621297356,1.154580455,-0.470337463,14
Anion_4485,CC(C)(Oc1cccc(F)c1)C(=O)[O-],2.081541069,-0.954957744,1.046599523,1.333194087,1.333631558,7
Anion_4486,CC(C)Oc1ccc(C=CC(=O)[O-])cc1,-3.130841695,1.528127072,-2.101304407,1.189999549,2.526880293,10
Anion_4487,CN(CCC(=O)[O-])C(=O)OCc1ccccc1,0.805666999,1.211571534,-0.443264923,-0.577610187,-1.007420594,5
Anion_4488,Cc1cccc(CC(=O)[O-])c1Br,1.478461204,1.723272676,0.353001393,-0.800089707,-1.383241851,5
Anion_4489,O=C([O-])C1=CC(Cc2ccccc2)=[N+]=[NH+]1,-2.206382417,-0.339257709,-0.539383274,-1.534371696,0.398811964,10
Anion_4490,O=C([O-])c1cc(C2CC2)[nH+][n-]1,1.202428667,0.180424284,-0.771976287,-1.946982797,0.29822911,5
Anion_4491,O=Cc1c(C(=O)[O-])[nH+]c2ccc(Cl)c[c-]12,-3.737503891,-3.663605855,-1.272415638,0.180391102,1.133747749,15
Anion_4492,O=C([O-])C1=[N+]=[NH+]C2=C1COCC2,1.46418742,-0.181818221,0.115253987,-1.93216359,0.35967538,5
Anion_4493,O=C([O-])c1cc(Cl)[nH+][n-]1,0.694921487,-1.783180477,-1.921622671,-1.650621687,-0.506970416,17
Anion_4494,O=C([O-])c1cc(C(F)(F)F)[nH+][n-]1,0.110194762,-1.466808082,-1.320088256,-1.072633407,-0.107333319,2
Anion_4495,O=C([O-])c1[nH+]c2ccc(Cl)cc2[c-]1Br,-2.706813305,-2.89660683,-1.000166229,0.265242449,0.893800305,15
Anion_4496,CC1=CC(C(=O)[O-])=CN(C)C1=O,-0.56828018,-2.443466241,-2.068746631,-0.256949749,0.069441618,2
Anion_4497,O=C([O-])C1=[N+]=[NH+]c2ccc(OC(F)(F)F)cc21,-1.581487388,0.362339259,2.617981902,-1.819511023,-0.217780321,3
Anion_4498,O=C([O-])C1(c2cccs2)CC1,2.553656717,-1.893540701,1.492284899,1.402795938,1.38103699,7
Anion_4499,CC(C)(C)C(=O)N1CCC(C(=O)[O-])CC1,1.969738302,1.755526199,-1.088919618,-0.086572559,1.554009068,1
Anion_4500,CC1=[N+]=C(C(=O)[O-])C(=C2C=CC=C[C-]2Cl)S1,-1.235482415,-2.173558814,0.378516324,0.02892555,0.53797557,8
Anion_4501,CC(C)(C(=O)[O-])c1cccc(C(F)(F)F)c1,1.346678889,0.366160656,1.345336821,1.231743019,0.66370259,7
Anion_4502,O=C([O-])CC1=CC=[N+]=C[N-]1,1.288712147,-0.458951715,0.368448202,0.116437325,-2.998197194,5
Anion_4503,CCCN(CCC)C(=O)CCC(=O)[O-],2.857139478,0.792943937,-1.743450564,-0.13676564,-0.038300114,20
Anion_4504,CC(C)(CF)C(=O)[O-],7.059931234,-0.97014806,-0.47162483,-1.80412626,1.02857561,11
Anion_4505,CC(C)(C(=O)[O-])C(F)F,6.55721088,-1.734308618,-0.114029796,-1.447963628,1.36874531,11
Anion_4506,CC(C)(C)OC(=O)N1CCN(CCC(=O)[O-])CC1,3.368396404,1.049289639,-2.090744439,0.90267702,0.301718538,9
Anion_4507,O=C([O-])Cc1cc(F)cc(C(F)(F)F)c1,0.10865978,0.610751984,0.3143672,-0.515869084,-1.558380587,5
Anion_4508,O=C([O-])c1c[n+]2cc(F)ccc2[n-]1,-2.28082742,-1.28297402,-1.62045725,0.625088255,0.023802743,15
Anion_4509,O=C([O-])c1cc2c(Cl)c(Cl)ccc2[nH]1,-3.188102399,-2.748004637,-1.756314205,0.07739091,1.199764157,15
Anion_4510,O=C([O-])c1cc2ccc(Br)cc2o1,-3.546341067,-1.434131922,-0.901931277,-1.207608856,0.805835704,15
Anion_4511,Cc1ccc(CC(=O)[O-])cc1F,1.2913833,1.193311509,-0.193155566,-0.606536248,-0.906075218,5
Anion_4512,COc1cc(CCC(=O)[O-])ccc1F,2.257699984,0.645803145,-1.442734679,1.630619502,-1.209384178,9
Anion_4513,O=C([O-])C1=[N+]=[S+2]=C2C=CC(Br)=C[C-]12,-2.780945795,-2.433366514,1.879267093,-1.327874368,-0.565467956,3
Anion_4514,C=CC12CCC(C(=O)[O-])(CC1)CO2,2.519710074,0.557701828,0.368248207,0.545375327,1.512394795,7
Anion_4515,O=C([O-])c1cc2ccc(Br)c[n+]2[n-]1,-3.474811646,-0.679425378,-1.072472933,-0.178536292,0.47468538,15
Anion_4516,CC1=[N+]=c2ccc(Cl)c[n+]2=C1C(=O)[O-],-1.059014646,-1.601153577,0.63709263,-0.792780028,-0.875760964,3
Anion_4517,CC(C)(C)OC(=O)N1CC(C)(C(=O)[O-])C1,2.468760634,1.40570102,0.172221611,0.476875146,2.989446527,7
Anion_4518,O=C([O-])c1c[n+]2c([n-]1)CCCC2,1.325955337,0.265769583,-2.763648008,-0.18217447,1.329657716,9
Anion_4519,Cc1ccc(C=CC(=O)[O-])cc1F,-2.53292283,0.297218443,-1.601900953,0.177201078,0.056565643,10
Anion_4520,O=C([O-])c1ccc(C(=O)C(F)(F)F)s1,-5.021819843,-3.606685512,0.114658525,0.963758722,-0.95724467,8
Anion_4521,O=C([O-])C1=CC=[N+]=[N+](c2ccc(F)cc2)C1=O,-4.760246082,-0.788125672,1.679833365,-1.045683812,-0.314575877,0
Anion_4522,COc1cc(=C([O-])[O-])[n+](=C2N=CC=C[C+]2Cl)[n-]1,0.429876865,-2.329474625,7.574003774,0.861440358,3.708094004,12
Anion_4523,CC1=C(C(=O)[O-])C=[N+]=[N+]1c1ccccn1,-2.14563776,0.881307511,-0.347382259,0.260335907,0.277775959,10
Anion_4524,CC(C)(Cc1ccc(C(F)(F)F)cc1)C(=O)[O-],2.127015843,0.358362353,0.929861301,3.329865926,1.323438894,7
Anion_4525,O=C([O-])C[n+]1ccc(C(F)(F)F)[n-]1,1.238527559,0.533493101,1.537382199,-1.75390307,-0.483459206,5
Anion_4526,O=C([O-])C(=O)C=Cc1ccc(F)cc1,-5.120481313,-0.116221984,2.030989046,-1.94542897,-1.669781577,0
Anion_4527,CC1=C(C(=O)[O-])[N+]#[N+][N+]1=c1cccc[c-]1F,-2.601336529,0.336297887,0.342635884,-0.288589296,0.074356091,10
Anion_4528,Cc1ccccc1N1C=C(C(=O)[O-])[N+]#[N+]1,-2.686104393,0.206376559,1.094288634,-0.866153109,0.518601287,0
Anion_4529,C[N+]1=[N+]=CN=C1C(=O)[O-],0.673045366,-4.311582286,-0.558319543,-1.478725304,-0.619870051,17
Anion_4530,C[n+]1cnc(C(=O)[O-])[n-]1,1.123828657,-1.776277634,-2.141794367,-1.356495913,-0.335602395,17
Anion_4531,CC(C)(C)OC(=O)N1C=C(C(=O)[O-])c2ccccc21,-1.938806686,0.328288062,1.170973571,-0.77133035,2.060642529,10
Anion_4532,[O-]C(CCC1=CC=C(B2OC(C)(C)C(C)(C)O2)C=C1)=O,-1.238500174,4.218287552,-1.606593248,2.718701143,1.117197196,6
Anion_4533,CCOC(=O)C1=CC(=C([O-])[O-])O[N-]1,-4.447639536,-2.739709809,0.229734672,-0.065431928,0.926409123,15
Anion_4534,O=C([O-])CN1C(=O)CCc2ccccc21,1.392056402,0.239693465,-0.051572021,0.23921785,-0.959983749,5
Anion_4535,CC(C)(Oc1ccc(F)cc1F)C(=O)[O-],2.3888801,-0.345635323,1.189695317,1.835860947,1.162083147,7
Anion_4536,O=C([O-])c1cn[n+]2[c-]1CCC2,2.5275644,-0.046183849,-1.244389374,-1.725031202,-0.400496183,20
Anion_4537,O=C([O-])C1=[N+]=c2cc(F)ccc2=[NH+]1,-2.865879278,-3.532536925,-1.582793762,-0.162221198,0.4460193,8
Anion_4538,CC(C)[n+]1ccc(C(=O)[O-])[n-]1,1.735279619,-0.160956408,0.010264105,-1.466972514,0.699932061,20
Anion_4539,O=C([O-])C1(c2ccc(Br)cc2)CCOCC1,2.850276802,-0.620264603,2.547230545,2.814897474,2.724625558,7
Anion_4540,O=C([O-])c1cc2cc(F)ccc2oc1=O,-4.031385293,-1.859569909,0.521603514,0.034264392,-1.002025646,15
Anion_4541,CC1=[N+]=[N+]=C(c2ccc(CC(=O)[O-])cc2)[N+]#[N+]1,-7.215090223,2.548391557,3.325962061,3.165857023,-3.452668914,4
Anion_4542,O=C([O-])C[n+]1ccc2cc(Br)cc[c-]21,0.233406432,0.961123147,1.341605737,-0.862447212,-1.474567911,5
Anion_4543,CC(C)(C)C1=NC=C(C(=O)[O-])S1,-1.063382736,-1.594266003,0.273762121,-0.386870308,0.509892889,2
Anion_4544,O=C([O-])C1=C[N+](=c2[c-]cc(Br)cc2)[N+]#[N+]1,-5.108640937,1.475494157,0.207243129,-1.578435895,-0.615381084,0
Anion_4545,O=C([O-])c1cnc2ccc(F)cn12,-1.378214573,-1.758071349,-0.590281361,-0.917752283,-1.964625236,3
Anion_4546,Cc1ccc2[n+](c1)C(=C([O-])[O-])C=N2,-0.892746851,-1.006922765,0.017947942,-1.182423888,-1.609497445,3
Anion_4547,O=C([O-])c1cn[n+]2cc(Br)cc[c-]12,-2.205064018,0.602395398,-0.290415637,-1.172626684,-2.127404159,0
Anion_4548,COc1ccc(C(F)(F)C(=O)[O-])cc1,-0.290333809,-0.875302284,-0.848467601,0.39447686,1.260024714,2
Anion_4549,CC1(C(=O)[O-])CCC(F)(F)CC1,6.742270677,-0.621904413,-0.462934514,-0.631184006,2.31565787,11
Anion_4550,O=C([O-])c1coc(C2CC2)n1,0.527177054,-0.789409504,-0.340085938,-1.396991467,-0.451622902,2
Anion_4551,O=C([O-])c1[c-][n+]2ncnc-2cc1,-1.468972629,-2.322082703,-1.088582901,-0.354502875,-0.83988918,8
Anion_4552,C[N+]1=[N+]=C(C(F)F)C=C1C(=O)[O-],0.251345975,-2.991338097,-0.966894913,-1.389261949,0.807156117,17
Anion_4553,O=C([O-])c1[c-][n+](C(F)F)nc1,1.237785568,-1.288601189,-1.114757917,-1.082111456,-0.441402412,17
Anion_4554,O=C([O-])C[N+]1=c2ccccc2=C2[N+]#[N+]C(=[SH+])N=C21,-1.369888086,-0.403731052,3.734181108,2.506507576,-1.167370538,4
Anion_4555,CC(=O)c1c[n+](CC(=O)[O-])c2cccc[c-]12,-0.55832968,-0.116936671,1.587723535,-0.486299935,-0.628098463,3
Anion_4556,O=C([O-])CC1(C(F)(F)F)CC1,6.793039507,0.829908831,0.902713421,-1.983771269,0.432676987,11
Anion_4557,CC1=[N+]=CC=CC1=CC=C([O-])[O-],-2.110658148,-0.926334365,-0.353893609,0.183252616,-0.561880142,2
Anion_4558,Cc1[nH+]nc(C(=O)[O-])[c-]1Cl,1.988550507,-2.942565373,-0.682000619,-0.705846262,2.17146689,17
Anion_4559,O=C([O-])C1=CC(=C2C=CC=[N+]=C2)[NH+]=N1,-2.82526716,0.814544767,-0.591304005,-0.717612103,-0.88532656,0
Anion_4560,O=C([O-])C1=CC(=C2C=C[CH+]O2)[NH+]=N1,-2.057205867,0.634064677,-1.16417344,-0.690755455,-0.317366736,10
Anion_4561,N#CC(=Cc1c[nH+]c2cccc[c-]12)C(=O)[O-],-1.723078305,-3.144909668,2.000570708,1.628272497,2.288062018,21
Anion_4562,CC1=C[S+]=C(C)C1=C([O-])[O-],2.840548261,-2.161907156,0.463249344,0.556067577,0.440856998,7
Anion_4563,CC1=[S+2]=CC(=C([O-])[O-])[C-]1C,1.083777635,-1.312912359,-1.234038662,-0.542303025,-0.599317037,17
Anion_4564,O=C([O-])Cc1c[c+]o[n-]1,2.364268398,-0.90060332,-0.128743183,-0.056364951,-2.504680532,20
Anion_4565,O=CC1=C[CH-]OC1=C([O-])[O-],-1.819133981,-4.79854639,-0.614849563,-0.52824494,-1.337977241,8
Anion_4566,O=C([O-])c1occc1Cl,1.643219938,-4.267092472,-0.245265531,-0.910970888,0.854389446,17
Anion_4567,CC(C)(C(=O)[O-])C1CCOCC1,5.877867969,0.990047743,-0.032885546,-1.530898242,1.766425606,11
Anion_4568,CC(C)Cc1ccc(C(=O)[O-])s1,-1.693475794,-0.12302601,-1.182105477,-1.621314669,-0.03565508,2
Anion_4569,Cc1cc(CCC(=O)[O-])c(C)s1,2.370593471,0.488163976,-1.379715739,1.451003037,-0.98482827,9
Anion_4570,CC1=[N+]=C[N+](C)=C1C(=O)[O-],2.754351743,-2.48322973,-1.038650274,-1.088464151,0.261279207,17
Anion_4571,O=C([O-])CCc1cnccn1,0.828155433,-0.148810884,-0.326467686,2.711313431,-2.688476091,13
Anion_4572,CC(=O)C1=CC(=C([O-])[O-])[CH+]O1,-1.65964021,-1.846191257,-0.964091043,0.484981109,-1.265424105,8
Anion_4573,O=C([O-])CSCc1cccs1,0.938721178,-0.560650365,-0.685638277,0.662211212,-0.610048735,9
Anion_4574,O=C([O-])C1=C[NH+]=C2C=[N+]=CC=C12,0.214896144,-0.886961223,-1.37112432,-0.530332692,-1.58141964,2
Anion_4575,COC(=O)C1=[S+2]=CC=C1C(=O)[O-],0.059760738,-3.411167296,1.046342788,0.602294382,-0.518543273,8
Anion_4576,Cc1cccc2[nH+]cc(C(=O)[O-])[c-]12,1.500434322,0.294445442,-0.285485011,-0.309750434,-0.392113819,5
Anion_4577,CC1=CC(=C([O-])CCC(=O)[O-])C(C)=[S+]1,0.559162255,-0.229068594,-0.870612142,3.566062132,-2.000475242,13
Anion_4578,CC1=[NH+]C(=C2C=CC=C[CH-]2)C=C1C(=O)[O-],-1.161239366,2.204870386,-0.575161929,-0.799660279,0.338798806,10
Anion_4579,O=C([O-])c1cc2cc(I)ccc2[nH]1,-3.111377055,-1.814025188,-2.095118227,0.204108645,1.611051605,15
Anion_4580,O=C([O-])CC1=[N+]=C2C=CC=C[C-]2O1,-0.162737035,1.239597952,0.726835783,-1.198436506,-1.919671348,5
Anion_4581,Cc1c(C(=O)[O-])[nH+]c2ccc(Br)c[c-]12,-2.112524776,-1.682794015,-1.20159281,0.337326644,1.39209694,15
Anion_4582,COC(=O)c1c(C)[nH+]c(C(=O)[O-])[c-]1C,-0.945200867,-0.532694708,-0.76055621,-1.044855666,0.459118128,2
Anion_4583,O=C([O-])CC1=[S+2]=CN=C1c1ccccc1,-0.747031162,-0.88108188,-0.547179646,0.0609372,0.383599489,2
Anion_4584,CC1=[N+]=c2ccccc2=[N+]1CC(=O)[O-],2.076326195,-0.116479523,3.390404343,-0.218139101,-0.677401242,14
Anion_4585,CCOC(=O)C1=CC(=C([O-])[O-])[NH+]=C1C,-2.175390139,0.056795781,-1.123794787,-2.060023905,-0.06734205,10
Anion_4586,O=C([O-])C[n+]1ccc(-c2ccccc2)[n-]1,-1.247307009,2.621655959,1.935716308,-1.186849908,-0.182256352,16
Anion_4587,C[n+]1c(C(=O)[O-])cc2ccccc2c1[O-],-0.968321548,-2.502428715,1.523224218,0.092310849,1.893672677,21
Anion_4588,O=C([O-])CCc1ccc(-c2ccccc2)[nH]1,0.293341165,0.238199747,0.541307829,0.222820112,-1.874436509,5
Anion_4589,CCOC(=O)c1ccc(C(=O)[O-])s1,-4.174799617,-1.019142422,1.128411588,-1.609916872,-0.745401649,0
Anion_4590,O=C([O-])c1cn[n+](-c2ccc(Br)cc2)[n-]1,-4.715348019,0.97710308,0.131253431,-1.796713753,-0.226307581,0
Anion_4591,CCC[n+]1c(C(=O)[O-])cc2cccc[c-]21,-0.712647626,-2.16779078,-1.334778534,0.336846985,1.068224992,2
Anion_4592,O=C([O-])c1cc2c(Cl)ccc(Cl)c2[nH]1,-3.151017766,-2.928459558,-1.448642766,-0.547032378,0.990315572,15
Anion_4593,Cc1ccc([N+]2=NC=C(C(=O)[O-])[C-]2C)cc1,-1.694645603,2.398211808,-0.235178065,-0.516845965,0.70452379,10
Anion_4594,O=C([O-])CC[n+]1cnc2ccccc2c1[O-],-0.235729606,0.679250775,-0.916764614,3.151400564,-0.994368022,13
Anion_4595,O=C([O-])CC[n+]1c([O-])[s+]c2cccc[c-]21,1.424064131,-0.734803689,-1.645295207,2.365773081,-0.997467201,9
Anion_4596,O=C([O-])C[N+]1=[N+]=[N+]=c2ccccc2=C1[O-],-1.467500063,1.004753882,5.759205447,-0.31174774,-2.454933904,18
Anion_4597,O=C([O-])C1=[N+]=[N+](c2ccccc2)c2ccccc21,-3.193344834,-0.301189881,-0.482664518,-1.095392208,1.428828119,10
Anion_4598,O=C([O-])CCC1=[N+]=[N+]=[N+]=[N+]1c1ccccc1,-0.182694554,-0.17819769,0.017539801,1.651882975,-2.141696778,13
Anion_4599,O=C([O-])C[n+]1c2c(c3cccc[c-]31)CCCC2,2.374939642,0.99334053,3.955681395,-0.060289475,-0.066487588,14
Anion_4600,COc1ccc(-c2ccc(CCC(=O)[O-])o2)cc1,-2.043315382,5.069841509,-1.270194686,2.149746758,1.246680863,6
Anion_4601,CC1=CC(=O)C(C(=O)[O-])=NN1c1cccc(Cl)c1,-2.780069026,-2.051025376,2.955192494,0.784841338,3.869707166,21
Anion_4602,COc1ccc2c(=C3C=CC=C[CH-]3)c(=C([O-])[O-])oc2c1,-3.185704551,-1.083780848,0.854358917,-1.720957124,2.84698092,15
Anion_4603,O=C([O-])c1cc(=O)[n+](Cc2ccccc2)c([O-])[nH]1,-4.004018751,-2.763245878,-0.768832788,-0.445016037,2.078533488,15
Anion_4604,COc1ccc2cc(C(=O)[O-])[s+]c([O-])c2c1OC,-5.068386318,-1.477558842,-0.027900408,0.150602161,1.847727474,15
Anion_4605,COc1ccc(C2=CC(C(=O)[O-])=NN2c2ccccc2)cc1,-4.819300285,2.348442545,-0.634437527,-1.293386666,3.630167668,10
Anion_4606,O=C([O-])C1CCN(S(=O)(=O)c2ccccc2)CC1,1.197116761,-0.450698769,-0.644457059,2.768987116,-0.203497882,9
Anion_4607,COC(=O)C1=CC(C(=O)[O-])=CN1,-1.005840624,0.517651628,-1.050127737,-1.044275778,-1.089195946,2
Anion_4608,O=C([O-])c1c(Cl)[nH+]c2cccc[c-]12,0.778638108,-0.923951429,0.504467015,-0.426442792,0.297425936,3
Anion_4609,O=C([O-])c1c[nH+]c2cccc(Cl)[c-]12,1.011691635,-0.191382575,0.308102435,0.065741025,-0.501631396,5
Anion_4610,O=C([O-])Cc1c[nH+]c2c(Br)ccc[c-]12,0.104096432,2.217926141,0.129062515,-0.742137046,-1.639280195,5
Anion_4611,O=C([O-])c1[c-]c(=O)[n+](Cc2ccccc2)cc1,-3.177638058,-0.317751116,-0.961775516,-0.228539288,1.997707306,10
Anion_4612,O=C([O-])C1=Cc2cc(=C3C=CC=C[CH+]3)ccc2=[NH+]1,-4.522322544,0.199734336,-1.831589576,0.050958013,2.611696403,10
Anion_4613,O=C([O-])c1c[nH+]c2cccc(F)[c-]12,0.251512939,0.013470676,-1.785042733,-0.741856985,-1.375839902,2
Anion_4614,COc1ccc2[nH+]c(C(=O)[O-])cc-2[c-]1OC,-2.844099789,-0.52164306,-2.299985736,-0.345785192,2.049036657,15
Anion_4615,CC1=[N+]=C(C(=O)[O-])[N-]O1,-0.857848697,-3.62346809,-0.903479167,-1.432171038,-0.988708951,8
Anion_4616,CSC1=[S+3]#[N+]C(=[S+]C)C1=C([O-])[O-],1.204010459,-5.602795902,3.416822481,0.93196657,1.436404232,21
Anion_4617,CC1=[N+]=[N+](C)C2=[S+2]=C(C(=O)[O-])C=C12,-1.591721543,-1.738688743,-2.168964528,-0.717878732,1.505235744,2
Anion_4618,O=C([O-])CN1C(=O)C=[N+]=C2C=CC=C[C-]21,-0.312514795,-0.924910192,2.264768889,1.960789429,-1.897106873,4
Anion_4619,O=C([O-])CC1=[N+]=C(c2ccccc2)[N-]O1,-2.459529285,2.224873935,2.482801075,-2.543831206,-2.411048309,18
Anion_4620,O=C([O-])c1[c-]c2nc(-c3ccccc3)c[n+]-2cc1,-4.588146898,2.47374777,-0.528518897,-1.077746096,0.728687881,0
Anion_4621,O=C([O-])CC1=C[S+]=C2N=C(c3ccccc3)C=[N+]12,-0.96901498,-0.59380485,-1.743234532,1.849910201,0.515709582,2
Anion_4622,C[N+]1=[N+]=C(c2ccccc2)C2=CC(=C([O-])[O-])[S+]=C21,-4.034441704,0.388332268,0.325999551,-1.957710313,1.487646965,0
Anion_4623,CC(C)(C)C1=CC(=C([O-])[O-])[N+](Cc2ccccc2)=N1,-0.944501512,-2.209474054,-0.561524611,-0.202178665,2.23394938,2
Anion_4624,O=C([O-])c1cc2c(s1)-c1ccccc1CC2,-3.510929341,-0.137084457,-0.45530397,-0.378963339,1.149560493,10
Anion_4625,CC(C)(C)c1cc(=C([O-])[O-])[n+](=C2C=CC=C[CH+]2)[n-]1,-0.737168472,-1.94040806,1.031078594,-0.751073382,2.529016076,21
Anion_4626,O=C([O-])C[N+]1=[N+]=CC=N1,2.608975688,-1.043238106,1.566214692,-1.533252392,-2.319630384,20
Anion_4627,O=C([O-])C[N+]1=[N+]=C(c2ccccc2)C=C1c1ccccc1,0.803910936,2.207435966,5.18539412,0.191713686,1.139025556,18
Anion_4628,CC1=CC=CC2=NC=C(C(=O)[O-])C(=O)N12,-1.806089218,-1.70696436,1.679721805,0.786812054,0.315818417,21
Anion_4629,COc1ccc([N+]2=[N+]=C(C(=O)[O-])c3ccccc3C2=O)cc1,-3.268853662,-0.751246801,3.420716934,-1.109236964,2.23491166,21
Anion_4630,CC1=[N+]=[N+](C)C(C)=C1CC(=O)[O-],3.572768424,1.791418668,1.490888092,-0.888074052,0.065293184,14
Anion_4631,CC1=CC=CC(=C2N=C(C(=O)[O-])C=[S+]2)[CH-]1,-3.540444976,0.448606118,1.075124129,-1.251158119,-1.06104793,0
Anion_4632,O=C([O-])CC[n+]1cc(Br)c([O-])[nH+]c1[O-],0.502106115,-0.806580131,-0.798206118,2.572112219,-1.897608509,13
Anion_4633,CC1=[N+]=[N+](c2cccc(Cl)c2)N=C1C(=O)[O-],-3.520039846,-0.330693611,-0.136086745,-0.231166194,0.978763626,10
Anion_4634,C=C(C)[n+]1c([O-])[n+](CCCC(=O)[O-])c2cccc[c-]21,0.101788157,1.858196868,-2.172177709,1.775138739,0.669749421,6
Anion_4635,O=C([O-])C[n+]1c([O-])[nH+]c([O-])c2ccccc21,0.354412328,-0.130184574,2.398883177,0.89324329,-1.406645643,3
Anion_4636,O=C([O-])CCC1=[N+]=CC(=C2C=CC(Br)=C[CH-]2)O1,-0.028373029,1.85205291,-1.40392585,4.239013392,-0.297110224,13
Anion_4637,CC1=[N+]=CC(CC(=O)[O-])=[S+]1,0.583366233,0.702520771,0.063702765,-0.176010228,-1.844626814,5
Anion_4638,O=C([O-])c1ccc[n+]2c1=[N+]=[N+]=[N+]=2,-2.269207559,-3.937709519,0.180309116,0.610188484,-1.140918757,8
Anion_4639,O=C([O-])C[n+]1c([S-])[s+]c2cccc[c-]21,0.524819202,-0.913862086,2.821198167,0.928334614,-0.959467112,14
Anion_4640,COc1ccc(C2=[N+]=C(C(=O)[O-])[C-](C)O2)cc1,-3.750294729,2.643459994,1.038533511,-2.170444663,0.364859542,0
Anion_4641,O=C([O-])C[n+]1c(-c2ccccc2)cc2cccc[c-]21,1.956861839,0.481526594,4.459514648,1.820721897,0.843614969,14
Anion_4642,O=C([O-])C[n+]1c([O-])oc2cc(Cl)ccc21,0.450473931,0.172977037,1.400992428,-0.416144174,-0.963369067,5
Anion_4643,O=C([O-])CCN1C(=O)C[S+]=C2C=CC=C[C-]21,0.3967088,0.14407729,-1.546920451,2.338326148,-1.779126161,13
Anion_4644,O=C([O-])CCCN1C(=O)c2ccccc2S1(=O)=O,-2.093882528,1.999552464,-0.112441413,2.906901719,-1.033279501,13
Anion_4645,O=C([O-])C1CSC1,3.595228073,-2.281280934,-1.432444462,0.052985987,-0.744603017,20
Anion_4646,COc1ccc(C(=O)SCC(=O)[O-])cc1,-0.360764614,-0.087091833,-0.448125956,1.948628831,-1.055501727,13
Anion_4647,Cc1ccc(-c2ccc(CCC(=O)[O-])o2)cc1,-1.475299932,4.083046108,-1.41845057,2.742673109,0.924284623,6
Anion_4648,O=C([O-])c1cc(Br)c(Cl)s1,-2.354932577,-3.588947251,-1.090489764,-0.412153952,0.552456914,8
Anion_4649,O=C([O-])C=C1OC(=O)c2ccccc21,-3.04409556,-1.742871128,0.053198221,0.6545144,-0.243695147,15
Anion_4650,COc1[c-]c2[s+]c(C(=O)[O-])c(C)c-2cc1,-2.516092418,-0.000574353,0.184512982,-1.038186539,1.45631864,10
Anion_4651,O=C([O-])CSCc1ccccn1,0.732200392,-0.884550083,-1.147249625,1.707481874,-0.389638145,9
Anion_4652,O=Cc1cccn1CCC(=O)[O-],1.310448323,-1.019634452,-0.700956129,2.766710887,-1.884754355,13
Anion_4653,O=C([O-])C=Cc1coc2ccc(Cl)cc2c1=O,-5.312871761,1.999370152,0.422526408,0.513484835,0.274029809,0
Anion_4654,CS(=O)(=O)C1=CC=[S+2]=C1C(=O)[O-],-0.401232694,-4.220882568,1.718742451,-0.02174729,0.568359531,21
Anion_4655,CC(C)OC(C)(C)C(=O)[O-],6.054494248,-0.171357862,0.430597026,-2.00925007,1.352093202,11
Anion_4656,COC(=O)N(C)CC(=O)[O-],5.553909612,0.309887891,2.240092604,-0.51350072,0.542743915,11
Anion_4657,O=C([O-])CC(F)(F)C(F)(F)F,5.404280359,-0.841947272,-1.973721319,-2.176686056,-0.209686296,11
Anion_4658,COC(=O)CSCC(=O)[O-],2.2676375,-1.203765649,-1.329550977,0.729048137,-0.625356474,20
Anion_4659,CN(C)C(=O)CCCCC(=O)[O-],3.907865065,0.408992159,-2.637229362,1.170581759,-0.219118341,20
Anion_4660,N#CC1CCC(C(=O)[O-])CC1,4.039373744,-0.50075122,-1.61495837,0.681979993,0.378188694,20
Anion_4661,CC(C)(Oc1ccc(C(C)(C)c2ccccc2)cc1)C(=O)[O-],-0.524031188,1.901051938,0.179415385,2.764002786,4.109423105,6
Anion_4662,CC=C(C#N)C(=O)[O-],-0.613788685,-4.642972354,-1.167531618,-0.596672166,-1.460020271,8
Anion_4663,CC(C)CSCCC(=O)[O-],4.588409405,-0.193417381,-2.289783381,0.163342738,-0.544070645,20
Anion_4664,CCOc1cccc(CCC(=O)[O-])c1,2.565731524,0.645149164,-1.511146534,1.653327955,-1.080241291,9
Anion_4665,O=C([O-])C12CCC(C(F)(F)F)(CC1)CC2,4.518864828,0.999784573,-0.83116856,-0.523912434,2.631485636,11
Anion_4666,O=C([O-])CCSC(c1ccccc1)c1ccccc1,0.348920213,1.294981146,-1.170963835,1.04654987,-0.825550712,9
Anion_4667,O=C([O-])CCCSCc1ccccc1,1.885698111,0.245856968,-2.066940575,2.370758714,-0.126324177,9
Anion_4668,O=C([O-])CSC12CC3CC(CC(C3)C1)C2,3.33544179,0.235472134,-2.476817259,-0.026112597,1.640074152,1
Anion_4669,O=C([O-])CCOc1ccc(Cl)c(Cl)c1,0.045900463,2.097570214,1.741039925,-0.334280492,-1.337932166,5
Anion_4670,O=C([O-])Cc1cc(C(F)(F)F)ccc1Cl,0.538942845,0.304944133,2.845640588,-0.694496768,-0.367017305,14
