code_name,SMILES
Anion_1310,O=C([O-])C1=[S+2]=CC=C1c1ccccc1
Anion_1311,O=C([O-])CCN1CCCC1
Anion_1312,COC(OC)C(=O)[O-]
Anion_1313,CC(=O)C(C)(C)CCC(=O)[O-]
Anion_1314,C=CCCCCCCCCCCCCCCC(=O)[O-]
Anion_1315,N#CCSCC(=O)[O-]
Anion_1316,CCc1ccccc1CC(=O)[O-]
Anion_1317,CC(C)(CCC(=O)[O-])c1ccccc1
Anion_1318,O=C([O-])Cc1cc(Cl)ccc1Cl
Anion_1319,CC(=O)c1ccc(OCCCC(=O)[O-])cc1
Anion_1320,O=C([O-])C[S+]=c1cc(Cl)cc[c-]1Cl
Anion_1321,O=C([O-])C(=Cc1ccccc1Cl)c1ccccc1
Anion_1322,O=C([O-])C(=O)C1CCCC1
Anion_1323,N#Cc1ccccc1CC(=O)[O-]
Anion_1324,Cc1ccc(C(=S)SCC(=O)[O-])cc1
Anion_1325,Cc1ccccc1OCCC(=O)[O-]
Anion_1326,Cc1ccc(C)c(OCC(=O)[O-])c1
Anion_1327,O=C([O-])C1CCC(c2ccccc2)CC1
Anion_1328,O=C([O-])CCOc1cccc(Cl)c1
Anion_1329,CC(C)(Oc1ccc(Br)cc1)C(=O)[O-]
Anion_1330,CCC(=CC(=O)[O-])c1ccccc1
Anion_1331,COc1ccc(C(=O)CCCCC(=O)[O-])cc1
Anion_1332,O=C([O-])CCC(=O)CCC(=O)c1ccccc1
Anion_1333,COc1ccccc1CCCC(=O)[O-]
Anion_1334,COc1ccc(C)cc1C(=O)CCC(=O)[O-]
Anion_1335,O=C([O-])CC1CCC(=O)CC1
Anion_1336,C[S+]=C1C=CC(=CC=C([O-])[O-])C=C1
Anion_1337,O=C([O-])C1=CC2=CC=[N+]=C[C-]2O1
Anion_1338,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Anion_1339,C=CCN(CC(=O)[O-])C(=O)OC(C)(C)C
Anion_1340,C[N+]1=[N+]=Nc2c(C(=O)[O-])ncn2C1=O
Anion_1341,O=C([O-])Cc1cc(Br)cc(Br)c1
Anion_1342,O=C([O-])C1=C[N+](Cc2c(F)cccc2F)=[N+]=N1
Anion_1343,O=C([O-])CCc1ccc(F)cc1F
Anion_1344,CC(C)Oc1cccc(CC(=O)[O-])c1
Anion_1345,O=C([O-])Cc1cc(F)c(F)c(F)c1
Anion_1346,O=C([O-])C1(c2ccc3c(c2)OCO3)CC1
Anion_1347,O=C([O-])C1=[N+]=[NH+]c2cc(Br)ccc21
Anion_1348,O=C([O-])C[N+]1=CC=[N+]=N1
Anion_1349,CC1=[N+]=[NH+]C(C)=C1C(=O)[O-]
Anion_1350,O=C([O-])Cc1c[s+]c[n-]1
Anion_1351,O=C([O-])Cc1ccc(Cl)s1
Anion_1352,Cc1c[nH+]c(C(=O)[O-])[c-]1C
Anion_1353,Cc1ccc(CC(=O)[O-])cn1
Anion_1354,O=C([O-])C[S+]=c1cccc[n-]1
Anion_1355,O=C([O-])C1=[S+2]=C(Br)C=C1Br
Anion_1356,O=C([O-])C[S+]=c1nccc[n-]1
Anion_1357,CC1=CC=c2oc(=C([O-])[O-])cc2[CH+]1
Anion_1358,O=C([O-])c1coc(=O)c2ccccc12
Anion_1359,O=C([O-])CCc1c[s+]c2cccc[c-]12
Anion_1360,O=C([O-])Cc1c[nH+]c2c(Cl)ccc[c-]12
Anion_1361,O=C([O-])C1=[N+]=CC=[N+]1Cc1ccccc1
Anion_1362,O=C([O-])c1cc(=O)c2cc(Cl)ccc2o1
Anion_1363,C[n+]1c(C(=O)[O-])cc2cc(Cl)cc[c-]21
Anion_1364,O=C([O-])CCC[N+]1=CC=[N+]=C1
Anion_1365,O=C([O-])C1=[N+]=[NH+]c2ccc(F)cc21
Anion_1366,O=C([O-])C1=[N+]=[NH+]c2ccc(Cl)cc21
Anion_1368,O=C([O-])CCC(=O)N1CCOCC1
Anion_1369,O=C([O-])CCC1OCCO1
Anion_1370,COc1cccc2c1OCC(=C([O-])[O-])[CH+]2
Anion_1371,CC(C)=C(C#N)C(=O)[O-]
Anion_1372,CCOCCOCC(=O)[O-]
Anion_1373,CCS(=O)(=O)CC(=O)[O-]
Anion_1374,CCCCCCCCCCCCSCCC(=O)[O-]
Anion_1375,CC(C)(Oc1ccccc1Cl)C(=O)[O-]
Anion_1376,O=C([O-])CSCc1ccc(Cl)cc1
Anion_1377,O=C([O-])Cc1ccc(-c2ccccc2)c(F)c1
Anion_1378,COC1=CC=CC(=C[O-])[C+]1OCC(=O)[O-]
Anion_1379,O=Cc1cccc(CC(=O)[O-])c1
Anion_1380,O=C([O-])C1=C(c2ccccc2)CCCC1
Anion_1381,CCCC(C(=O)[O-])(c1ccccc1)c1ccccc1
Anion_1382,CC(C)(OCc1ccccc1)C(=O)[O-]
Anion_1383,COc1cccc(CC(=O)C(=O)[O-])c1
Anion_1384,Cc1cc(C)c(C(=O)CCC(=O)[O-])c(C)c1
Anion_1385,O=C([O-])Cc1ccccc1Oc1ccc(Cl)cc1
Anion_1386,O=C([O-])CCCCCCC(=O)c1ccccc1
Anion_1387,O=C([O-])CCCC(=O)c1ccc2ccccc2c1
Anion_1388,COC(=O)C12CCC(C(=O)[O-])(CC1)C2
Anion_1389,O=Cc1cc(Br)ccc1OCC(=O)[O-]
Anion_1390,O=C([O-])COc1ccc(F)cc1Cl
Anion_1391,CN(CC(=O)[O-])S(=O)(=O)c1ccccc1
Anion_1392,C[n+]1nc(C(F)(F)F)c(C(=O)[O-])[c-]1Cl
Anion_1393,O=C([O-])COCCOCc1ccccc1
Anion_1394,CC(=O)SCCCCCC(=O)[O-]
Anion_1395,Cc1cc[n+]2c(C(=O)[O-])c(C)nc-2[cH-]1
Anion_1396,C#CCN(CC(=O)[O-])C(=O)OC(C)(C)C
Anion_1397,O=C([O-])C1(C(F)(F)F)CCCC1
Anion_1398,COc1cc(OCCCC(=O)[O-])ccc1C=O
Anion_1399,CN(C)Cc1ccccc1CC(=O)[O-]
Anion_1400,CC1=CC(=C([O-])[O-])[CH+]O1
Anion_1401,O=C([O-])C1SCCS1
Anion_1403,CC1=CC=[NH+]C1=C([O-])[O-]
Anion_1404,Cc1cc(CC(=O)[O-])c(C)s1
Anion_1405,Cc1ccc(CCC(=O)[O-])o1
Anion_1406,O=C([O-])COc1cccnc1
Anion_1407,O=C([O-])CCC(=O)c1ccco1
Anion_1409,CC1=[N+]=C(Cl)[S+]=C1C(=O)[O-]
Anion_1410,O=C([O-])Cc1cccc2c1=CC=[S+2]=2
Anion_1412,CC1=C(C(=O)[O-])[CH+]C(=C2C=CC=C[CH-]2)O1
Anion_1413,O=C([O-])c1c[nH+]c2cc(Cl)cc[c-]12
Anion_1414,Cc1c(C(=O)[O-])[n+](C)c2cccc[c-]12
Anion_1415,O=C([O-])c1c[s+]c(Cc2ccccc2)[n-]1
Anion_1416,Cn1cc(C(=O)[O-])c(=O)n(C)c1=O
Anion_1417,CC[n+]1cc(CC(=O)[O-])c2cccc[c-]21
Anion_1418,CN1C(=O)C(=C([O-])[O-])N=C2C=CC=C[C+]21
Anion_1419,Cn1c2nc[n+](C)c-2c([O-])[n+](CC(=O)[O-])c1[O-]
Anion_1420,O=C([O-])c1c[nH+]c2ccc(F)c[c-]12
Anion_1421,CC1=[N+]=CC=[N+]1CC(=O)[O-]
Anion_1422,CC1=[N+]=[N+](C)C(Cl)=C1C(=O)[O-]
Anion_1423,COc1ccc([N+]2=[N+]=[N+]=C(C(=O)[O-])[C-]2C)cc1
Anion_1424,O=C([O-])C1=[S+2]=C(Cl)N=C1C(F)(F)F
Anion_1425,O=C([O-])C1=CC(=C2C=CC(Cl)=C[CH+]2)O[N-]1
Anion_1426,O=C([O-])CC1=CC=c2oc(=C3C=CC=C[CH+]3)nc2[CH-]1
Anion_1427,CCCOc1ccc(CC(=O)[O-])cc1
Anion_1428,CC(C)Oc1ccc(CC(=O)[O-])cc1
Anion_1430,O=C([O-])Cc1c[s+]c2ccc(Cl)c[c-]12
Anion_1431,N#Cc1ccc(C(=O)[O-])s1
Anion_1432,O=C([O-])c1ccc(-c2cccc(F)c2)o1
Anion_1433,O=C([O-])c1cc2ccc(Cl)cc2s1
Anion_1434,CC1=CC(=C([O-])[O-])[S+]=C1Br
Anion_1435,CCCCCC(CCCCC)C(=O)[O-]
Anion_1436,COCCCCC(=O)[O-]
Anion_1437,CSCC(C)(C)C(=O)[O-]
Anion_1438,CCCCCCCC(C)(C)C(=O)[O-]
Anion_1439,CC(C)(C)C(=O)CCC(=O)[O-]
Anion_1440,CCCCC(=O)CCCCC(=O)[O-]
Anion_1441,COC(=O)C(C)(C)CCC(=O)[O-]
Anion_1442,Cc1cccc(OCCC(=O)[O-])c1
Anion_1443,O=C([O-])CCc1cccc(OCc2ccccc2)c1
Anion_1444,CC1(C(=O)[O-])CCCCCC1
Anion_1445,COC(=O)CCC(C)(C)C(=O)[O-]
Anion_1446,COc1ccc2ccccc2c1CCC(=O)[O-]
Anion_1447,COC1=CC(=C([O-])CCC(=O)[O-])C=C(OC)[C+]1OC
Anion_1448,O=C([O-])C=C1CCC1
Anion_1449,CC(C)(CC(=O)[O-])CC(=O)c1ccccc1
Anion_1450,CC(C)COc1ccc(CC(=O)[O-])cc1
Anion_1451,COc1ccc(CCCCCC(=O)[O-])cc1
Anion_1452,COc1ccc(C(=O)CCCC(=O)[O-])cc1OC
Anion_1453,COc1ccc(CCC(=O)[O-])c(OC)c1OC
Anion_1454,Cc1ccccc1C(=O)CCC(=O)[O-]
Anion_1455,O=C([O-])CCc1cccc(I)c1
Anion_1456,O=C([O-])CC[S+]=c1cccc[c-]1Cl
Anion_1457,Cc1cc(C)c(C)c(OCC(=O)[O-])c1
Anion_1458,O=C([O-])COc1ccc(F)c(F)c1
Anion_1459,O=C([O-])C1=[N+]=[NH+]C=C1Br
Anion_1460,C=CCCC(C)(C)C(=O)[O-]
Anion_1461,C[N+]1=[N+]=CC(I)=C1C(=O)[O-]
Anion_1462,O=C([O-])c1ccc(-c2ccccc2C(F)(F)F)o1
Anion_1464,CCC1=CC(=C([O-])[O-])[N-]O1
Anion_1465,CC[N+]1=[N+]=CC=C1C(=O)[O-]
Anion_1466,O=C([O-])CC1CCC2(CC1)OCCO2
Anion_1467,O=C([O-])c1ccc(-c2ccccc2F)o1
Anion_1468,CS(=O)(=O)N1CCC(C(=O)[O-])CC1
Anion_1469,O=C([O-])c1cc(=O)c2cc(F)ccc2o1
Anion_1471,Cc1cc2ncc(C(=O)[O-])c[n+]2[n-]1
Anion_1472,O=C([O-])Cc1ccc(Cl)c(F)c1
Anion_1473,O=C([O-])Cc1ccc(Br)c(F)c1
Anion_1474,CC(C)(C)OC(=O)C1CCC(C(=O)[O-])CC1
Anion_1475,O=C([O-])C1=[N+]=[NH+]C2=C1CCC2
Anion_1476,O=C([O-])C1=[N+]=[N+](c2ccccc2)C(=O)c2ccccc21
Anion_1477,COCc1ccc(C(=O)[O-])o1
Anion_1478,O=C([O-])Cc1cccnc1Cl
Anion_1479,O=C([O-])C(=O)Cc1cccs1
Anion_1480,O=C([O-])c1cc2c([nH]1)CCCC2
Anion_1481,CC1=[N+]=[N+]=[N+]=[N+]1CC(=O)[O-]
Anion_1482,CC(=O)c1c(C)[nH+]c(C(=O)[O-])[c-]1C
Anion_1483,Cc1ccc2[nH]cc(C(=O)[O-])c2c1
Anion_1484,Cc1cccc2c(C(=O)[O-])c[nH+][c-]12
Anion_1485,O=C([O-])c1cnc2cccc[n+]2c1[O-]
Anion_1486,O=C([O-])C1=CN=C2[S+]=CC=[N+]2C1=O
Anion_1488,O=C([O-])C[n+]1c([O-])[s+]c2cccc[c-]21
Anion_1489,O=C([O-])COc1ccc2c(c1)OCO2
Anion_1490,O=C([O-])CC1c2ccccc2Oc2ccccc21
Anion_1491,O=C([O-])c1cc2c(OCc3ccccc3)cccc2[nH]1
Anion_1492,Cn1cc(C(=O)C(=O)[O-])c2ccccc21
Anion_1494,O=C([O-])C1=CC2=[N+]=CC=CC2=[NH+]1
Anion_1495,Cc1onc(-c2ccc(F)cc2)c1C(=O)[O-]
Anion_1496,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)[O-]
Anion_1497,O=C([O-])c1cc(OCc2ccccc2)no1
Anion_1498,CC1=[N+]=C(c2cccnc2)[S+]=C1C(=O)[O-]
Anion_1499,Cc1ccc(C2=CC(=C([O-])[O-])[N-]O2)cc1
Anion_1500,O=C([O-])c1cc(=O)c2cc(Br)ccc2o1
Anion_1501,O=C([O-])CCCF
Anion_1502,CCCC(C)(C)CC(=O)[O-]
Anion_1503,CCOC(C)(C)C(=O)[O-]
Anion_1504,CCCC(CCC)CC(=O)[O-]
Anion_1505,CC(=O)C(C)(C)C(=O)[O-]
Anion_1506,CC(C)(C(=O)[O-])S(C)(=O)=O
Anion_1507,COc1cccc(OCCCC(=O)[O-])c1
Anion_1508,COc1cc(CC(=O)[O-])c(C(C)=O)cc1OC
Anion_1509,O=C([O-])C1(c2ccccc2)CCCCCC1
Anion_1510,CCC1(C(=O)[O-])CCCCC1
Anion_1511,O=C([O-])CS(=O)(=O)c1ccc(Br)cc1
Anion_1512,CC(C)(C(=O)[O-])C1CCCCC1
Anion_1513,CCCCOC(=O)C=CC(=O)[O-]
Anion_1514,C[S+]=c1cccc[c-]1CC(=O)[O-]
Anion_1515,Cc1ccc(CCCCC(=O)[O-])cc1
Anion_1516,O=C([O-])CCCc1ccc(Cl)c(Cl)c1
Anion_1517,O=C([O-])CCC1CCC1
Anion_1518,Cc1ccc(Cl)c(OCC(=O)[O-])c1
Anion_1519,Cc1cc(OCC(=O)[O-])cc(C)c1Cl
Anion_1520,O=C([O-])CCc1ccc2c(c1)CCCC2
Anion_1521,Cc1cccc(Cl)c1OCC(=O)[O-]
Anion_1522,O=C([O-])CCOc1ccc(Br)cc1
Anion_1523,CCCCCCCCCc1ccc(OCC(=O)[O-])cc1
Anion_1524,CCOc1cccc(CC(=O)[O-])c1
Anion_1525,COC(=O)c1ccc(OCC(=O)[O-])cc1
Anion_1526,COc1ccc2ccccc2c1CC(=O)[O-]
Anion_1527,COc1cc(Cl)ccc1CC(=O)[O-]
Anion_1528,CCc1ccc(C=CC(=O)[O-])cc1
Anion_1529,COC(=Cc1ccccc1)C(=O)[O-]
Anion_1530,CC(=O)OC1(C(=O)[O-])CC1
Anion_1531,O=C([O-])C1(C(=O)c2ccccc2)CC1
Anion_1532,O=C([O-])COCc1ccc(Br)cc1
Anion_1533,O=C([O-])CCOc1ccc(F)cc1
Anion_1534,C#CCCCCCCCCCCCCCC(=O)[O-]
Anion_1536,CC(=O)N1CCC(CC(=O)[O-])CC1
Anion_1537,CC(=O)N1CCC(CCC(=O)[O-])CC1
Anion_1538,O=C([O-])C1=[N+]=COC1=C1C=CC=C[CH-]1
Anion_1539,C[S+]=c1ccc(CC(=O)[O-])c[c-]1Cl
Anion_1540,O=C([O-])C(F)(F)c1ccc(F)cc1
Anion_1541,CC(=O)Oc1cc(C)cc(C)c1C(C)(C)CC(=O)[O-]
Anion_1542,COc1cc(OCCCC(=O)[O-])cc(OC)c1C=O
Anion_1543,O=C([O-])CCc1ccccc1C(F)(F)F
Anion_1544,CCC1(C(=O)[O-])CCC1
Anion_1545,O=C([O-])c1ccc(C2=CC=[N+]=C[CH-]2)s1
Anion_1546,O=C([O-])Cc1cc(F)ccc1Br
Anion_1547,CC(=O)C1=CC(=C([O-])[O-])[NH+]=N1
Anion_1548,CC(C)C1=CC(=C([O-])[O-])[N-]O1
Anion_1549,Cn1cc(C(=O)[O-])c(C(F)(F)F)c1
Anion_1550,C[n+]1nc(C(F)F)c(C(=O)[O-])[c-]1Cl
Anion_1551,O=C([O-])c1cnc2ccc(Br)cn12
Anion_1552,O=C([O-])C=Cc1ccc(Cl)s1
Anion_1553,O=C([O-])C=Cc1ccco1
Anion_1554,O=C([O-])C1=COCC1
Anion_1555,CC1=C[S+]=CC1=C([O-])[O-]
Anion_1556,CCc1ccc(C(=O)[O-])o1
Anion_1557,C[n+]1ncc(C(=O)[O-])[n-]1
Anion_1559,CC(=O)c1ccc(C(=O)[O-])o1
Anion_1560,O=C([O-])CCCc1ccccn1
Anion_1561,Cc1cccc2c1=CC(=C([O-])[O-])[NH+]=2
Anion_1562,O=C([O-])Cc1cccc2[nH+]cc[c-]12
Anion_1563,Cc1c(C(=O)[O-])c2ccccc2n1C
Anion_1564,O=C([O-])Cc1c[nH+]c2nccc[c-]12
Anion_1565,O=C([O-])c1ccc(-c2ccc(Cl)cc2)s1
Anion_1566,CC(=O)OCc1ccc(C(=O)[O-])o1
Anion_1567,CC1c2ccccc2OC(=O)C1C(=O)[O-]
Anion_1568,O=C([O-])C[S+]=c1nc2cccc[c-]2o1
Anion_1569,CC1=[N+]=C(C(=O)[O-])C(=C2C=CC=C[CH-]2)O1
Anion_1570,CCOC(=O)c1ccc(C(=O)[O-])o1
Anion_1571,Cc1[nH+]c2ccc(Cl)cc2[c-]1CC(=O)[O-]
Anion_1572,O=C([O-])C[n+]1c([O-])[nH+]c2ccccc2c1[O-]
Anion_1573,O=C([O-])C1=[N+]=C(c2ccccc2)OC1=C1C=CC=C[CH-]1
Anion_1575,COc1ccc2c(C(=O)[O-])c[nH]c2c1
Anion_1577,CCCc1ncc(C(=O)[O-])s1
Anion_1578,C[n+]1ncc(C(=O)[O-])[c-]1Cl
Anion_1579,O=C([O-])C1=C[N+]2=[N+]=C(Cl)C=CC2=N1
Anion_1580,COc1ccc(-n2cc(C(=O)[O-])[n+]#[n+]2)cc1
Anion_1581,O=C([O-])C1=CC(=C2C=CC(F)=C[CH+]2)O[N-]1
Anion_1582,C=C(CN1CCOCC1)C(=O)[O-]
Anion_1583,CC1=CC(Br)=[S+2]=C1C(=O)[O-]
Anion_1584,O=C([O-])c1cc2cc(Cl)ccc2s1
Anion_1585,O=C([O-])CCCCN1C(=O)C=CC1=O
Anion_1586,O=C([O-])C=Cc1coc2ccccc2c1=O
Anion_1587,CC(C)COCC(=O)[O-]
Anion_1588,CC(C)CCC(=O)C(=O)[O-]
Anion_1589,CCC(F)(F)C(=O)[O-]
Anion_1590,CCCCOCCOCC(=O)[O-]
Anion_1591,CCCC(=O)CCCCCC(=O)[O-]
Anion_1592,CCOC(=O)CC(C)(C)C(=O)[O-]
Anion_1593,CCOC(=O)CCC(=O)CCC(=O)[O-]
Anion_1594,CC(C)(C)CC(=O)C(=O)[O-]
Anion_1595,CC(C)(Oc1cccc(Cl)c1)C(=O)[O-]
Anion_1596,C=C(C)CCCCC(=O)[O-]
Anion_1597,CC(=O)c1cccc(OCC(=O)[O-])c1
Anion_1598,CCCCc1ccc(CC(=O)[O-])cc1
Anion_1599,O=C([O-])CCCc1cccc(Cl)c1
Anion_1600,Cc1ccc(S(=O)(=O)OCC(=O)[O-])cc1
Anion_1601,Cc1cc(Cl)cc(Cl)c1OCC(=O)[O-]
Anion_1602,O=C([O-])COc1ccc2c(c1)CCC2
Anion_1603,O=C([O-])CCCc1ccccc1Br
Anion_1604,O=C([O-])CCC1CCC(=O)CC1
Anion_1605,CCCC1CCC(C2CCC(C(=O)[O-])CC2)CC1
Anion_1606,Cc1ccc(C(=O)CCCCC(=O)[O-])cc1
Anion_1607,COc1ccccc1C(=Cc1ccccc1)C(=O)[O-]
Anion_1608,CC1(C(=O)[O-])CCC(=O)CC1
Anion_1609,COC1=CC=CC(=CC(=C([O-])[O-])c2ccccc2)[CH+]1
Anion_1610,CC(C)(C)c1ccc(C(=O)C=CC(=O)[O-])cc1
Anion_1612,O=C([O-])C=Cc1cccc(Cl)c1Cl
Anion_1613,Cc1ccc(Br)cc1CC(=O)[O-]
Anion_1614,O=C([O-])C(=O)Cc1cccc(Cl)c1
Anion_1615,O=Cc1ccc(OCCCC(=O)[O-])cc1
Anion_1616,CC(C)(Oc1ccc(Cl)cc1Cl)C(=O)[O-]
Anion_1617,O=C([O-])CCCc1cccc(F)c1
Anion_1618,CN(C)C1(C(=O)[O-])CC1
Anion_1619,COc1cccc(C2(C(=O)[O-])CC2)c1
Anion_1620,CC(C)c1cc(C(=O)[O-])n[nH]1
Anion_1621,O=C([O-])C1CCC(CN2C(=O)C=CC2=O)CC1
Anion_1622,O=C([O-])CCOc1ccccc1F
Anion_1623,O=C([O-])CCCOc1cccc(Br)c1
Anion_1624,CC(C)(C)OC(=O)N1CCC2=[S+2]=C(C(=O)[O-])C=C2C1
Anion_1625,N#[N+][N-]CCCCCCCCC(=O)[O-]
Anion_1626,O=C([O-])Cc1ccc(N2C(=O)C=CC2=O)cc1
Anion_1627,N#Cc1ccc(C(=O)[O-])o1
Anion_1628,CC(=CC(=O)[O-])c1ccc(C(F)(F)F)cc1
Anion_1630,O=C([O-])c1cc2cc(OC(F)(F)F)ccc2[nH]1
Anion_1631,O=C([O-])C1CN(Cc2ccccc2)C1
Anion_1632,O=C([O-])c1cc2c(F)cccc2s1
Anion_1633,O=C([O-])Cc1c[nH+]c2cc(Br)cc[c-]12
Anion_1634,O=C([O-])C1(c2ccc(I)cc2)CC1
Anion_1635,O=C([O-])C1=CC(C(F)(F)F)=[N+]=[NH+]1
Anion_1636,O=C([O-])Cc1c(F)ccc(F)c1F
Anion_1637,C[n+]1c(C(=O)[O-])cc2cc(F)cc[c-]21
Anion_1638,O=C([O-])c1c[n+]2cc(Cl)ccc2[n-]1
Anion_1639,CC(C)(Cc1ccc(F)cc1)C(=O)[O-]
Anion_1640,O=C([O-])c1cc2cccc(Br)c2s1
Anion_1641,O=C([O-])Cc1cc(Br)ccc1F
Anion_1642,O=C([O-])CC1CCC(F)(F)CC1
Anion_1643,O=C([O-])c1c[s+]c(-c2c(F)cccc2F)[n-]1
Anion_1644,COc1ccc(Cn2cc(C(=O)[O-])cn2)cc1
Anion_1646,Cc1c[nH]cc1C(=O)[O-]
Anion_1647,CC1=C[N+](C)=[N+]=C1C(=O)[O-]
Anion_1648,O=C([O-])c1cc(Cl)co1
Anion_1649,Cc1cc(C)c(C(=O)[O-])s1
Anion_1650,C[n+]1c([O-])cccc1C(=O)[O-]
Anion_1651,O=C([O-])CCC(=O)N1CCCC1
Anion_1652,O=C([O-])c1[nH+]c2ccccc2[c-]1Cl
Anion_1653,Cc1n[n+](C)c(C(=O)[O-])[c-]1Br
Anion_1655,Cc1ccc2c(CC(=O)[O-])coc2c1
Anion_1656,O=C([O-])C1=[N+]=C(c2ccccc2)C=[S+]1
Anion_1657,O=C([O-])c1cc2cccc(Br)c2[nH]1
Anion_1658,O=C([O-])C1=NOC(=C2C=CC=C[CH+]2)[N-]1
Anion_1659,O=C([O-])C1=CC(=C2C=CC=[S+]2)O[N-]1
Anion_1660,CC1=[N+]=C(C(=O)[O-])N=[N+]1c1ccccc1
Anion_1661,Cc1nc(-c2ccccc2)c(C(=O)[O-])s1
Anion_1662,O=C([O-])c1ccc([O-])[n+](Cc2ccccc2)c1
Anion_1663,Cc1c(C(=O)[O-])[n+]#[n+]n1Cc1ccccc1
Anion_1664,O=C([O-])CCCC[N+]1=CC=[N+]=C1
Anion_1665,C[n+]1cc(I)c(C(=O)[O-])[n-]1
Anion_1666,O=C([O-])c1cc2c([nH]1)=[S+2]=CC=2
Anion_1667,O=C([O-])C[N+]1=CC(=C2C=CC=C[CH-]2)[N+]#[N+]1
Anion_1668,CC1=[N+]=C[NH+]=C1C(=O)[O-]
Anion_1669,O=C([O-])c1c[s+]c(-c2ccc(Cl)cc2)[n-]1
Anion_1670,O=C([O-])Cc1ccc(N2CCOCC2)cc1
Anion_1671,O=C([O-])C1=CC(=C2C=CC(Br)=C[CH+]2)O[N-]1
Anion_1672,N#CC(=Cc1ccccc1)C(=O)[O-]
Anion_1673,O=C([O-])C1=[S+2]=c2cc(Cl)ccc2=C1Cl
Anion_1674,O=C([O-])CCCC1=CC=[S+2]=C1
Anion_1675,CCCCCCOCC(=O)[O-]
Anion_1676,CCCC(=O)CCCCC(=O)[O-]
Anion_1677,CCCCCCCCSCCC(=O)[O-]
Anion_1678,O=C([O-])CCC(F)(F)C(F)(F)C(F)(F)F
Anion_1679,O=C([O-])C(F)(F)C(F)(F)OC(F)(F)F
Anion_1681,O=C([O-])CCCC(=O)C1CCCCC1
Anion_1682,COc1ccc(C)cc1CC(=O)[O-]
Anion_1683,CC12CC3(C)CC(C)(C1)CC(C(=O)[O-])(C2)C3
Anion_1684,O=C([O-])CCCCc1ccc(Br)cc1
Anion_1685,O=C([O-])CCOc1ccc2ccccc2c1
Anion_1686,O=C([O-])C=Cc1ccc(I)cc1
Anion_1687,Cc1cccc(C)c1CC(=O)[O-]
Anion_1688,COc1ccccc1OCCC(=O)[O-]
Anion_1689,CCOc1ccc(CCC(=O)[O-])cc1
Anion_1690,C[N+](C)=C1C=CC(=CC(=C=[N-])C(=O)[O-])C=C1
Anion_1691,CCOc1ccc(C(=O)C=CC(=O)[O-])cc1
Anion_1692,Cc1ccc(-c2ccc(CC(=O)[O-])cc2)cc1
Anion_1693,O=C([O-])CCCC1CC1
Anion_1694,CC1=CC=C(C)C(=CC=C([O-])[O-])[CH+]1
Anion_1695,CC(C)(Oc1ccc(F)cc1)C(=O)[O-]
Anion_1696,O=C([O-])CCC(=O)c1ccc2c(c1)CCC2
Anion_1697,COc1ccc(C(=O)CCC(=O)[O-])cc1F
Anion_1698,O=C([O-])C12CC(c3ccccc3)(C1)C2
Anion_1701,CC(C)Cc1ccc(C(=O)CCC(=O)[O-])cc1
Anion_1702,O=C([O-])C1=[S+2]=C(Br)N=C1C(F)(F)F
Anion_1703,CCCC1=C(C(=O)[O-])C=[N+]=[N+]1c1ccc(F)cc1
Anion_1705,CC1=[N+]=C(CC(=O)[O-])C(C)=[S+]1
Anion_1706,CC1=[N+]=[N+](C)C(C(F)(F)F)=C1C(=O)[O-]
Anion_1709,O=C([O-])C1=[N+]=[NH+]c2cc(OCc3ccccc3)ccc21
Anion_1710,COCC[N+]1=[N+]=CC=C1C(=O)[O-]
Anion_1711,O=C([O-])CCc1ccc(F)c(Br)c1
Anion_1712,COC(=O)C12CCCC(C(=O)[O-])(CC1)CC2
Anion_1713,CC1=[N+]=C(C(=O)[O-])N=[N+]1c1ccc(F)cc1
Anion_1714,CCC1=CC(C(F)(F)F)=[N+]=[N+]1CC(=O)[O-]
Anion_1715,O=C([O-])C1=C[N-]OC1=C1C=CC=C[C+]1C(F)(F)F
Anion_1716,O=C([O-])c1ccc[n+](Cc2cccc(Cl)c2)c1[O-]
Anion_1717,Cc1cccc(OCCCC(=O)[O-])c1C
Anion_1718,Cc1cccc(=[N+]2C=[N+]=C(C(=O)[O-])[CH-]2)[n-]1
Anion_1719,CN(C)Cc1ccc(C(=O)[O-])o1
Anion_1720,O=C([O-])c1ccc(COc2cccc(Cl)c2)o1
Anion_1721,O=C([O-])c1ccc(COc2ccccc2Cl)o1
Anion_1722,O=C([O-])c1ccc(COc2ccccc2Br)o1
Anion_1723,COc1cccc(OCc2ccc(C(=O)[O-])o2)c1
Anion_1724,O=C([O-])c1ccc(COc2ccc(Br)cc2)o1
Anion_1725,Cc1cc(OCc2ccc(C(=O)[O-])o2)ccc1Cl
Anion_1726,O=C([O-])c1ccc(COc2ccc(Cl)cc2Cl)o1
Anion_1727,O=C([O-])c1ccc(COc2cc(Cl)ccc2Cl)o1
Anion_1728,O=C([O-])c1ccc(COc2ccc3ccccc3c2)o1
Anion_1729,O=C([O-])c1ccc(COc2cccc3ccccc23)o1
Anion_1731,O=C([O-])C1CC[N+](=C2C=CC(Cl)=[N+]=N2)CC1
Anion_1732,O=C([O-])C1CC[N+](=C2N=c3ccccc3=[S+]2)CC1
