code_name,SMILES,HOMO-LUMO gap,HOMO,LUMO,IP,EA,Dipole module,Total charge,Global SASA,G solv. in H2O,G of H-bonds H2O,Fermi-level,Total polariz. alpha,Total FOD,Hardness,Softness,Electronegativity,Electrophil. idx,Nucleophilicity idx,Second IP,Second EA,S0-T1 gap,MolLogP
Anion_0018,O=C([O-])CS,4.5907,-5.5954,-1.0047,3.928,-6.9489,3.044,-1.0,219.4367,-56.9921,-2.0693,-3.3001,55.8023,0.0311,10.8769,0.0919,-1.5105,0.1049,37.2162,10.169,-3.3084,114.7046,-1.3339
Anion_0019,CCCC(CCC)C(=O)[O-],5.1816,-4.3968,0.7848,2.9972000000000003,-9.6632,10.7138,-1.0,353.5538,-70.3531,-1.9046,-1.806,106.7196,0.0116,12.6604,0.079,-3.333,0.4387,2256.6444,8.9243,-6.5396,129.9023,0.9526999999999992
Anion_0020,CCCCC(=O)[O-],5.3004,-4.3233,0.977,3.1424,-10.0882,13.1482,-1.0,276.1643,-69.4389,-2.0139,-1.6732,71.617,0.0103,13.2307,0.0756,-3.4729,0.4558,2463.9762,9.5565,-7.465,133.3704,-0.0735
Anion_0021,CC(C)C(=O)[O-],5.1988,-4.2705,0.9283,3.0058,-9.9837,9.683,-1.0,245.7272,-68.8985,-1.9395,-1.6711,59.9842,0.0113,12.9895,0.077,-3.489,0.4686,1111.1111,9.6816,-8.14,130.6153,-0.6077
Anion_0022,CC(=O)CCC(=O)[O-],1.8819,-5.0016,-3.1197,3.6755,-5.623,6.6998,-1.0,274.2401,-62.7851,-2.6149,-4.0606,72.636,0.2292,9.2985,0.1075,-0.9737,0.051,25.5108,9.7545,-2.805,88.6282,-0.8945000000000001
Anion_0023,O=C([O-])CCS,4.3921,-5.5177,-1.1257,3.6329,-6.6332,6.128,-1.0,244.8819,-56.2917,-1.8831,-3.3218,67.6144,0.0401,10.2661,0.0974,-1.5001,0.1096,45.1466,9.3955,-2.5620000000000003,109.7123,-0.9438
Anion_0024,CC(C)CC(=O)[O-],5.2851,-4.3448,0.9403,3.1214,-10.0295,11.9372,-1.0,270.2078,-69.2716,-1.9626,-1.7022,71.6054,0.0105,13.1509,0.076,-3.454,0.4536,2471.9129,9.6061,-7.8418,132.9391,-0.2176
Anion_0025,CCCCCCC=CCCCCCCCC(=O)[O-],1.4555,-4.5018,-3.0463,3.1272,-5.3302,23.365,-1.0,532.4054,-70.5148,-1.8729,-3.7741,199.2387,0.2226,8.4574,0.1185,-1.1015,0.0725,41.9793,7.8586,-1.1415,104.4119,3.993600000000002
Anion_0026,N#CCC(=O)[O-],4.2603,-5.3148,-1.0545,4.0239,-7.5715,5.885,-1.0,228.3065,-63.7777,-2.1823,-3.1847,48.9937,0.0419,11.5954,0.0862,-1.7738,0.1357,45.8085,10.9924,-5.0564,114.7016,-1.35002
Anion_0027,O=CC(=O)[O-],1.6056,-4.8208,-3.2152,3.7276,-5.8233,4.57,-1.0,200.0949,-61.4931,-2.1401,-4.018,38.1357,0.4278,9.5509,0.1047,-1.0478,0.0575,26.6028,11.1373,-4.2297,47.4203,-2.0648
Anion_0028,O=C([O-])CCc1ccccc1,1.5879,-4.7016,-3.1137,3.2172,-4.7187,15.7505,-1.0,336.3091,-68.1489,-2.0269,-3.9078,110.8587,0.3228,7.9359,0.1261,-0.7507,0.0356,26.1193,8.9036,-0.7683,85.558,0.369099999999999
Anion_0029,CC(C)(C)C(=O)[O-],5.2064,-4.3097,0.8967,2.9195,-9.8889,9.844,-1.0,263.2376,-68.5406,-1.7665000000000002,-1.7065,71.6807,0.0112,12.8084,0.0781,-3.4847,0.474,800.0,9.3514,-7.853,131.0002,-0.2176
Anion_0030,CCCCCCCCC(=O)[O-],5.2718,-4.4857,0.7861,3.1936,-9.669,11.6897,-1.0,363.6253,-69.6734,-1.6931,-1.8498,118.4166,0.0107,12.8625,0.0778,-3.2377,0.4075,,8.5903,-5.9746,132.4996,1.486899999999999
Anion_0031,CCCCCCC(=O)[O-],5.2842,-4.4139,0.8703000000000001,3.1755,-9.8496,12.8591,-1.0,320.3259,-69.3578,-1.8498,-1.7718,95.0391,0.0105,13.0251,0.0767,-3.337,0.4275,11247.9561,8.9728,-6.5498,132.905,0.7066999999999991
Anion_0032,O=C([O-])CCCc1c[nH+]c2cccc[c-]12,1.1736,-4.6294,-3.4558,3.0004,-4.1747,15.6581,-0.9974,388.1177,-70.5685,-2.7734,-4.0426,149.1014,0.3378,7.175,0.1394,-0.5871000000000001,0.024,24.6541,7.874,0.1591,72.5027,0.445399999999999
Anion_0033,CC=CC(=O)[O-],2.9388,-4.3819,-1.4431,3.166,-6.9487000000000005,11.9575,-1.0,243.5753,-71.819,-2.2486,-2.9125,59.0189,0.1347,10.1147,0.0989,-1.8914,0.1769,124.6739,9.994,-4.2064,82.2917,-0.6876
Anion_0034,O=C([O-])C1CCCCC1,5.2539,-4.4022,0.8516,3.0002,-9.8264,13.0351,-1.0,294.2739,-69.3287,-1.853,-1.7753,89.936,0.0107,12.8265,0.078,-3.4131,0.4541,1512.1584,9.045,-6.9625,132.1703,0.316599999999999
Anion_0035,CCCCCCCCCCCCCCC(=O)[O-],5.2348,-4.4732,0.7616,3.1649,-8.941,25.3553,-1.0,538.0334,-70.3118,-1.9789,-1.8558,188.3743,0.0111,12.1059,0.0826,-2.888,0.3445,3205.5327,7.9359,-3.4415,131.4124,3.827500000000002
Anion_0036,O=C([O-])c1ccco1,2.9582,-4.9309,-1.9727,3.6648,-6.1261,11.469,-1.0,255.0874,-68.9348,-2.2193,-3.4518,69.5555,0.1345,9.7909,0.1021,-1.2307,0.0773,33.0469,10.3767,-2.8323,84.6839,-0.3569
Anion_0037,CN(C)CC(=O)[O-],4.8696,-4.2077,0.6619,2.6342,-9.6051,10.0136,-1.0,259.1864,-69.9839,-1.887,-1.7729,69.5609,0.0159,12.2392,0.0817,-3.4854,0.4968,487.2958,8.8826,-7.2623,122.8417,-1.702099999999999
Anion_0038,O=C([O-])CCCc1ccccc1,1.5368,-4.6004000000000005,-3.0635,3.2044,-4.7909,14.5675,-1.0,350.1557,-68.6233,-1.8546,-3.8322,122.5726,0.3055,7.9953,0.1252,-0.7933,0.0398,27.6704,8.6671,-0.7851,90.0443,0.7591999999999991
Anion_0039,CC=CC=CC(=O)[O-],1.5590000000000002,-4.6219,-3.0628,3.2175,-4.8203,17.1406,-1.0,299.1875,-73.1623,-2.3623,-3.8423,81.5814,0.3804,8.0377,0.1244,-0.8014,0.04,27.5387,9.3008,-1.0665,60.7863,-0.131399999999999
Anion_0040,C#CC(=O)[O-],4.0323,-4.7041,-0.6718000000000001,3.7382,-8.0274,7.08,-1.0,208.2179,-68.0748,-2.4349,-2.6879,42.5967,0.0471,11.7656,0.085,-2.1446,0.1955,92.6784,11.36,-6.0365,100.6969,-1.6305
Anion_0041,O=C([O-])C(=O)c1ccccc1,1.5592,-5.0091,-3.4499,3.225,-4.2019,12.7721,-1.0,313.3863,-67.2338,-2.3668,-4.2295,100.768,0.5059,7.4269,0.1346,-0.4885,0.0161,19.8332,9.1131,-0.1246,45.943,-0.3808
Anion_0042,COc1ccc(CC(=O)[O-])cc1,2.4417,-4.9218,-2.4801,2.9645,-5.3476,14.342,-1.0,350.1878,-65.8703,-2.1552,-3.7009,115.6714,0.2119,8.3121,0.1203,-1.1915,0.0854,52.8821,8.1976,-1.2737,80.9164,-0.0124
Anion_0043,O=C([O-])c1cccs1,2.2448,-5.1252,-2.8804,3.6609,-4.9391,11.255,-1.0,265.8479,-69.0504,-2.1777,-4.0028,84.5195,0.2532,8.6,0.1163,-0.6391,0.0237,18.8359,9.7826,-1.1172,71.249,0.111599999999999
Anion_0044,CCCCCCC/C=C/CCCCCC(=O)[O-],1.2681,-4.3942,-3.1261,3.1027,-5.2642,35.1554,-1.0,566.158,-70.1843,-2.2445,-3.7601,187.4868,0.2431,8.3669,0.1196,-1.0808,0.0701,41.4203,7.9051,-1.0181,102.5131,3.603500000000002
Anion_0045,CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-],2.016,-5.2538,-3.2378,3.3024,-4.5509,9.219,-1.0,385.3185,-63.4126,-2.013,-4.2458,139.1517,0.2567,7.8533,0.1273,-0.6243000000000001,0.0248,21.8962,8.17,-0.3761,82.0771,1.247299999999999
Anion_0046,C=CCCCCCCCCC(=O)[O-],0.8536,-4.4117,-3.5581,3.1388,-5.1383,21.2366,-0.5241,437.3549,-69.7074,-2.0665,-3.9849,140.8758,0.2661,8.2771,0.1211,-0.9997,0.0616,37.3087,8.28,-1.1563,103.1727,2.043099999999999
Anion_0047,O=C([O-])COc1ccccc1,2.2757,-4.9978,-2.7222,3.2588,-5.2483,11.3206,-1.0,319.8269,-66.3092,-2.0424,-3.8599,104.0894,0.2112,8.5071,0.1175,-0.9947,0.0582,33.2335,8.747,-1.3286,87.2534,-0.1847
Anion_0048,CCCCCCCC/C=C/CCCCCCCC(=O)O,4.0381,-10.4104,-6.3723,7.595,-1.3824,1.9595,0.0,645.8589,-10.6122,-6.0979,-8.3913,220.4051,0.0473,8.9774,0.1114,3.1063,0.5374,1.5679,10.6277,3.5157,116.8944,6.108500000000006
Anion_0049,O=C([O-])C#Cc1ccccc1,1.591,-5.1572,-3.5662000000000003,3.6793,-4.0395,19.055,-1.0,336.6688,-69.6576,-2.3501,-4.3617,105.4316,0.3765,7.7188,0.1296,-0.1801,0.0021,12.6072,9.4248,0.3084,67.9888,-0.212
Anion_0050,O=C([O-])C(F)(F)C(F)(F)C(F)(F)F,5.4996,-6.7843,-1.2847,5.4651,-7.476,5.912,-1.0,294.0831,-48.8109,-2.4069000000000003,-4.0345,67.4681,0.0077,12.9411,0.0773,-1.0055,0.0391,13.0141,12.1715,-4.5282,138.5168,0.569199999999999
Anion_0051,C=CCCC(=O)[O-],2.4223,-4.564,-2.1418,3.2426,-6.4834,12.3034,-1.0,273.0666,-67.5473,-2.0429,-3.3529,70.7988,0.1538,9.7261,0.1028,-1.6204,0.135,74.0746,9.5335,-3.1954,103.5889,-0.2975
Anion_0052,O=C([O-])C12CC3CC(CC(C3)C1)C2,5.1834,-4.5035,0.6799000000000001,2.8441,-9.463,14.547,-1.0,337.4171,-69.4994,-1.8035,-1.9118,126.3618,0.0114,12.3071,0.0813,-3.3094,0.445,1136.3636,8.3844,-5.8338,130.2241,0.9526999999999992
Anion_0053,O=C([O-])CCCCCCCCCCS,0.7901,-4.5616,-3.7715,3.1551,-4.182,14.8475,-0.8522000000000001,457.205,-68.9972,-2.5752,-4.1665,161.0591,0.299,7.3371,0.1364,-0.5135000000000001,0.0182,21.0623,7.9262,0.3022,94.1769,2.177
Anion_0054,CCCCCCCCCCC(=O)[O-],5.3158,-4.3766,0.9392,3.1397,-9.0777,29.1169,-1.0,455.1846,-69.8372,-2.1697,-1.7187,141.5909,0.0102,12.2174,0.0819,-2.9691,0.3608,,8.4063,-3.7357,133.8841,2.2671
Anion_0055,O=C([O-])C1CC1,5.2593,-4.4262,0.8331000000000001,3.2193,-9.8411,9.848,-1.0,236.7872,-68.2487,-2.0235,-1.7965,54.7293,0.0109,13.0604,0.0766,-3.3109,0.4197,33333.3333,10.1414,-7.2346,132.0537,-0.8537
Anion_0056,O=C([O-])C(c1ccccc1)c1ccccc1,2.6741,-5.3255,-2.6514,3.0322,-4.3992,9.297,-1.0,407.23,-61.3022,-1.5878,-3.9885,162.14,0.2707,7.4314,0.1346,-0.6835,0.0314,26.9397,7.853,0.8619,75.262,1.5683999999999991
Anion_0057,COc1ccc(C=CC(=O)[O-])cc1,1.2843,-4.8105,-3.5262,3.2588,-3.9172,22.4129,-1.0,375.1158,-73.0152,-2.5622,-4.1683,126.3809,0.475,7.176,0.1394,-0.3292,0.0076,16.7229,8.5629,0.652,56.9754,0.458299999999999
Anion_0058,O=C([O-])c1cc2ccccc2[nH]1,2.1343,-5.1846,-3.0503,3.5198,-4.4857,14.272,-1.0,326.9188,-66.7298,-2.6322,-4.1175,114.032,0.268,8.0055,0.1249,-0.4829,0.0146,17.3611,8.9166,-0.0351,71.0572,0.5314
Anion_0059,CC(C)=CC(=O)[O-],3.0498,-4.435,-1.3852,3.0712,-6.8273,12.71,-1.0,265.6978,-72.3911,-2.2194,-2.9101,70.652,0.1218,9.8985,0.101,-1.878,0.1782,139.0821,9.5002,-3.7701,83.972,-0.2975
Anion_0060,O=C([O-])Cc1ccc(Cl)cc1,2.4338,-5.3233,-2.8895,3.3162000000000003,-4.7423,8.361,-1.0,331.8381,-59.1687,-1.8643,-4.1064,111.1175,0.2365,8.0585,0.1241,-0.7131000000000001,0.0316,23.7869,8.509,-0.4976,77.7405,0.6323999999999991
Anion_0061,C#CCCC(=O)[O-],3.9089,-4.5687,-0.6598,3.31,-7.7891,10.7791,-1.0,267.3397,-67.3554,-2.2903,-2.6142000000000003,65.9277,0.0558,11.0991,0.0901,-2.2396,0.226,194.2353,9.7999,-4.3729,121.3222,-0.8503000000000001
Anion_0062,O=C([O-])C(=O)Cc1ccccc1,1.8141,-4.9659,-3.1518,3.3097,-4.3229,13.872,-1.0,336.5071,-65.8857,-2.3392,-4.0589,112.2882,0.4143,7.6326,0.131,-0.5067,0.0168,19.4337,8.9527,0.1343,56.8641,-0.4519
Anion_0063,C=CCC(=O)[O-],3.4005,-4.6196,-1.2191,3.1231,-7.1956,8.5461,-1.0,243.6871,-65.1278,-1.9138,-2.9193,59.2544,0.0761,10.3187,0.0969,-2.0362,0.2009,174.8251,9.6563,-4.1677,96.8386,-0.6876
Anion_0064,CCC(=O)C(=O)[O-],2.2908,-4.6441,-2.3533,3.2749,-6.6319,10.3141,-1.0,254.5106,-65.6933,-2.438,-3.4987,61.2227,0.2283,9.9067,0.1009,-1.6786,0.1423,78.2001,9.8997,-4.7298,67.5872,-1.2846
Anion_0065,COCC(=O)[O-],5.1575,-4.5122,0.6453,3.1848,-9.8552,8.644,-1.0,234.1863,-67.3505,-2.0674,-1.9334,53.1982,0.0115,13.04,0.0767,-3.3352,0.4265,11111.1111,9.7793,-8.3603,130.8484,-1.6173000000000002
Anion_0066,CC=C(C)C(=O)[O-],3.3542,-4.425,-1.0708,3.0574,-7.1946,9.8417,-1.0,265.3686,-69.933,-2.0096,-2.7479,70.7833,0.0878,10.252,0.0975,-2.0686,0.2088,212.2363,9.4512,-4.2009,90.9467,-0.2975
Anion_0067,O=C([O-])Cc1ccc(F)cc1,2.4004,-5.2041,-2.8037,3.3402,-5.0635,9.0077,-1.0,316.661,-60.5958,-2.4008000000000003,-4.0038,99.3232,0.2267,8.4037,0.119,-0.8617,0.0442,27.3633,8.9456,-1.1444,80.0483,0.118099999999999
Anion_0068,O=C([O-])C1CCCC1,5.2974,-4.4467,0.8507,3.0967,-9.8469,11.5732,-1.0,274.6904,-68.6369,-1.8489,-1.798,78.1668,0.0103,12.9436,0.0772,-3.3751,0.44,3383.4985,9.3783,-7.2345,133.4108,-0.0735
Anion_0069,CCOC(=O)CC(=O)[O-],3.5927,-5.4149,-1.8223,3.9504,-6.5807,10.3103,-1.0,294.762,-64.4582,-2.4849,-3.6186,77.7799,0.0644,10.5311,0.0949,-1.3152,0.0821,30.3417,9.9599,-3.7344,103.2099,-1.3104999999999989
Anion_0070,O=C([O-])Cc1ccc(Br)cc1,2.4404,-5.4907,-3.0503,3.4655,-4.4743,7.193,-1.0,338.4596,-58.6496,-1.9052,-4.2705,117.6966,0.2604,7.9398,0.1259,-0.5044000000000001,0.016,18.1094,8.6309,0.0552,76.1315,0.741499999999999
Anion_0071,CC(C)CCC(=O)[O-],5.2677,-4.3388,0.9289,3.1247,-9.943,13.1295,-1.0,292.8303,-69.8784,-1.9647,-1.7049,83.2819,0.0107,13.0677,0.0765,-3.4092,0.4447,3529.1851,9.3904,-6.9785,132.302,0.172499999999999
Anion_0072,CC(C)(C)OC(=O)N1CCC(C(=O)[O-])CC1,2.8534,-4.883,-2.0296,3.3128,-6.2975,18.76,-1.0,426.8873,-68.8707,-2.6617,-3.4563,151.6713,0.106,9.6103,0.1041,-1.4924,0.1159,58.0046,8.4321,-2.3896,114.2457,0.383399999999999
Anion_0073,COc1ccc(CC(=O)[O-])cc1OC,2.6477,-5.0668,-2.4191000000000003,3.0632,-5.2376,12.6497,-1.0,386.5547,-65.8043,-2.3721,-3.743,132.0836,0.1932,8.3008,0.1205,-1.0872,0.0715,43.3428,8.104,-1.0014,81.8856,-0.0038
Anion_0074,O=C([O-])CCc1c[nH+]c2cccc[c-]12,1.1398,-4.5705,-3.4308,3.0148,-4.1955,16.4089,-1.0,373.6025,-72.0486,-2.9687,-4.0007,137.3418,0.3538,7.2102,0.1387,-0.5903,0.0243,24.5704,8.0847,0.0992,71.6417,0.055299999999999
Anion_0075,Cc1ccc(CC(=O)[O-])cc1,2.5937,-4.8995,-2.3058,2.9831000000000003,-5.4076,14.065,-1.0,334.8984,-66.3264,-1.9578,-3.6026,110.9085,0.2022,8.3907,0.1192,-1.2123,0.0876,53.5045,8.3667,-1.2415,81.873,0.28742
Anion_0076,O=C([O-])c1c[nH+]c2cccc[c-]12,1.8241,-4.6417,-2.8176,3.1123,-4.8078,14.843,-1.0,320.619,-76.3276,-3.1386,-3.7296,113.8801,0.3117,7.9201,0.1263,-0.8478,0.0454,30.8928,8.7654,-0.5342,71.8506,-0.2637
Anion_0077,O=C([O-])CCC(=O)c1ccccc1,1.0322,-5.3674,-4.3352,3.5812,-3.1834,11.9715,-1.0,356.3274,-64.6123,-2.406,-4.8513,123.7767,0.5041,6.7646,0.1478,0.1989,0.0029,9.4682,8.9074,0.9496,54.3747,0.399399999999999
Anion_0078,O=C([O-])C=Cc1c[nH+]c[n-]1,2.3579,-4.6637,-2.3058,3.1924,-5.5216,11.0196,-1.0,295.89,-75.7931,-3.5666,-3.4847,91.8038,0.2393,8.714,0.1148,-1.1646,0.078,42.5321,9.0449,-1.6612,78.0208,-1.778999999999999
Anion_0079,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.4759,-6.933,-1.4571,5.5783000000000005,-7.0204,7.1754,-1.0,325.9076,-47.4113,-2.4638,-4.1951,81.3255,0.0079,12.5988,0.0794,-0.7211000000000001,0.0207,10.6808,11.9956,-3.3527,137.3174,1.204499999999999
Anion_0080,CCCCCCCCCCCCCCCCCCC(=O)[O-],5.1939,-4.5857,0.6083000000000001,3.1855,-8.5482,23.5899,-1.0,641.3301,-69.9858,-1.7504,-1.9887,235.1417,0.0116,11.7337,0.0852,-2.6813,0.3064,928.05,7.6427,-2.7285,130.3444,5.3879000000000055
Anion_0081,O=C([O-])c1ccc[nH]1,3.4292,-4.7236,-1.2944,3.4016,-6.7115,10.746,-1.0,257.9381,-69.8573,-2.7694,-3.009,74.0315,0.0885,10.1131,0.0989,-1.6549,0.1354,66.313,9.8821,-3.3269,91.1563,-0.6218
Anion_0082,C#CCCCC(=O)[O-],3.5758,-4.5085,-0.9327,3.2286,-7.5415,12.0914,-1.0,292.0053,-67.974,-2.2165,-2.7206,77.6922,0.0704,10.77,0.0929,-2.1565,0.216,190.834,9.2417,-3.868,122.3461,-0.4602
Anion_0083,O=C([O-])C1=CC=[S+2]=C1,2.657,-15.8976,-13.2406,14.0011,4.9842,2.709,1.0,273.1491,-49.5904,-1.5036,-14.5691,78.1087,0.1874,9.0169,0.1109,9.4926,4.9967,0.3267,19.739,8.93,87.166,-1.6367
Anion_0084,O=C([O-])Cc1ccc2ccccc2c1,1.5137,-5.2464,-3.7327,3.1048,-3.5951,13.366,-1.0,370.9393,-63.5592,-1.8159,-4.4895,139.3508,0.4235,6.6999,0.1493,-0.2451,0.0045,16.3854,8.1013,1.0719,56.5394,1.132199999999999
Anion_0085,O=C([O-])CN1C(=O)c2ccccc2C1=O,0.2971,-5.5032,-5.2061,3.68,-2.2595,15.598,-1.0,366.6959,-72.8916,-3.157,-5.3547,129.9056,0.7416,5.9395,0.1684,0.7103,0.0425,6.1629,9.2606,2.1019,41.6927,-0.9675
Anion_0086,COC(=O)CCC(=O)[O-],4.9144,-5.8908000000000005,-0.9764,4.1699,-7.7592,6.0626,-1.0,284.8924,-65.1431,-2.2703,-3.4336,77.6899,0.0184,11.929,0.0838,-1.7946,0.135,42.2923,9.8124,-4.9301,130.777,-1.3104999999999989
Anion_0087,O=C([O-])C=Cc1ccc(Cl)cc1,0.982,-5.0898,-4.1078,3.5343,-3.2995,14.7015,-1.0,356.9785,-67.3236,-2.3191,-4.5988,121.8765,0.5401,6.8338,0.1463,0.1174,0.001,10.2496,8.9053,1.3315,52.5573,1.1031
Anion_0088,O=C([O-])c1cc2ccccc2oc1=O,1.0959,-5.5879,-4.4921,3.8025,-2.8994,17.6731,-1.0,352.895,-75.0561,-3.0547,-5.0399,122.9259,0.5823,6.7019,0.1492,0.4516,0.0152,7.4065,9.3141,1.6606,48.1107,0.156499999999999
Anion_0089,CCC(CC)C(=O)[O-],5.1976,-4.3626000000000005,0.835,3.0007,-9.7816,10.4311,-1.0,294.5724,-69.5172,-1.8548,-1.7638,83.3726,0.0114,12.7823,0.0782,-3.3904,0.4497,1795.9764,9.236,-7.3562,130.4577,0.172499999999999
Anion_0090,COc1ccc(C=CC(=O)[O-])cc1OC,1.2961,-4.8416,-3.5455,3.2186,-3.8542,22.2696,-1.0,416.5325,-74.3359,-2.8373,-4.1936,142.9077,0.4688,7.0728,0.1414,-0.3177,0.0071,16.8106,8.1818,0.7872,56.6781,0.466899999999999
Anion_0091,C=CCCCC(=O)[O-],2.0166,-4.4476,-2.431,3.1969,-6.265,12.868,-1.0,297.1944,-68.4641,-1.9897,-3.4394,82.4907,0.1784,9.4619,0.1057,-1.534,0.1245,69.4903,9.1512,-2.8022,107.2944,0.0926
Anion_0092,O=C([O-])C1CCC1,5.2728,-4.3993,0.8735,3.0705,-9.8567,10.8915,-1.0,256.5522,-68.5747,-1.91,-1.7629,66.3981,0.0105,12.9272,0.0773,-3.3931,0.4453,2469.5148,9.403,-7.2976,132.3899,-0.4636
Anion_0093,O=C([O-])C1=[C-]O[C+]=C1,1.3529,-4.3488,-2.9959,3.278,-5.5672,1.329,-1.0,241.0278,-50.0306,-1.211,-3.6723,62.6221,0.4526,8.8452,0.1131,-1.1446,0.0741,38.8651,10.4211,-3.2982,59.1937,-1.22952
Anion_0094,COc1cccc(CC(=O)[O-])c1,2.6971,-5.0098,-2.3127,3.1164,-5.4061,11.2814,-1.0,346.0762,-64.8622,-2.1238,-3.6613,115.6598,0.184,8.5225,0.1173,-1.1449,0.0769,43.8659,8.4607,-1.2954,83.4311,-0.0124
Anion_0095,O=C([O-])CCCc1ccc2ccc3cccc4ccc1c2c34,0.204,-5.1418,-4.9378,3.1619,-1.9693,18.0876,-0.0465,482.3583,-68.3076,-1.8776,-5.0398,219.8567,0.7237,5.1312,0.195,0.5963,0.0348,7.2684,7.4347,3.4124,41.6123,3.656600000000002
Anion_0096,CC(=O)CCCC(=O)[O-],1.7912,-4.9774,-3.1862,3.5648,-5.5135000000000005,7.9261,-1.0,295.0027,-63.9384,-2.5013,-4.0818,84.4087,0.2305,9.0784,0.1102,-0.9743,0.0523,27.0966,9.3217,-2.4443,89.2986,-0.5044000000000001
Anion_0097,O=C([O-])Cc1cccs1,2.3825,-5.1022,-2.7197,3.1306,-4.9809,9.488,-1.0,294.6679,-62.1629,-1.8485,-3.911,96.2619,0.2227,8.1115,0.1233,-0.9252,0.0528,33.3556,8.674,-0.9594,69.8057,0.040499999999999
Anion_0098,O=C([O-])CCCCc1ccccc1,1.5999,-4.6449,-3.045,3.2463,-4.813,13.3338,-1.0,369.8881,-69.2223,-1.7949000000000002,-3.8451,134.2579,0.2866,8.0593,0.1243,-0.7834,0.0385,26.6762,8.4982,-0.7074,92.768,1.149299999999999
Anion_0099,O=C([O-])CC1CCCCC1,5.3004,-4.43,0.8705,3.1078,-9.8678,15.396,-1.0,322.3303,-69.4627,-1.9526,-1.7797,101.5307,0.0103,12.9756,0.0771,-3.3801,0.4402,3570.484,8.912,-6.2695,133.4017,0.7066999999999991
Anion_0100,Cc1ccc(C=CC(=O)[O-])cc1,1.232,-4.7962,-3.5642,3.2701,-3.886,21.393,-1.0,359.8384,-73.2424,-2.3561,-4.1802,121.5511,0.4759,7.1561,0.1397,-0.308,0.0066,16.3132,8.7826,0.6763,56.3228,0.758119999999999
Anion_0102,CC(C)(C)CC(=O)[O-],5.2712,-4.4209,0.8503000000000001,3.0974,-9.8896,12.3225,-1.0,285.7706,-68.8625,-1.849,-1.7853,83.2561,0.0107,12.987,0.077,-3.3961,0.4441,3162.3559,9.2903,-7.4707,132.6432,0.172499999999999
Anion_0103,O=C([O-])c1cc2ccccc2o1,1.8443,-5.2876,-3.4433,3.746,-4.1429,15.971,-1.0,324.9482,-68.6675,-2.2382,-4.3654,109.5137,0.3176,7.8889,0.1268,-0.1985,0.0025,12.5376,9.3761,0.2122,68.5802,0.7963
Anion_0104,O=C([O-])Cc1ccccc1Cl,2.4788,-5.2620000000000005,-2.7833,3.2784,-4.853,10.4613,-1.0,323.3789,-63.82,-1.8755,-4.0227,111.2843,0.2304,8.1315,0.123,-0.7874,0.0381,26.2043,8.6188,-0.6432,78.4773,0.6323999999999991
Anion_0105,CC(C)CC(=O)C(=O)[O-],2.2556,-4.6672,-2.4116,3.2358,-6.5054,13.6662,-1.0,301.372,-66.8676,-2.3934,-3.5394,84.545,0.2321,9.7413,0.1027,-1.6348,0.1373,76.6194,9.502,-4.4291,67.0409,-0.6485000000000001
Anion_0106,O=C([O-])Cc1cccc(Cl)c1,2.4898,-5.3332,-2.8434,3.389,-4.7738,9.167,-1.0,331.5081,-59.9955,-1.8621,-4.0883,111.1679,0.2281,8.1628,0.1225,-0.6924,0.0294,22.4517,8.7469,-0.5423,79.066,0.6323999999999991
Anion_0107,O=C([O-])CC1=CC=[S+2]=C1,2.0403,-16.445,-14.4048,14.5135,6.5637,3.6022,1.0,319.7045,-49.2759,-3.0061,-15.4249,91.1957,0.3865,7.9498,0.1258,10.5385,6.9851,0.2533,19.667,10.1975,57.3949,-1.2466
Anion_0108,COC(=O)C=CC(=O)[O-],1.2074,-5.1812,-3.9738,3.7999,-4.1191,14.9428,-1.0,297.6263,-66.2848,-2.9835000000000003,-4.5776,76.9699,0.4742,7.919,0.1263,-0.1596,0.0016,11.9512,10.0081,-0.8305,51.4827,-1.5345
Anion_0109,O=C([O-])C(F)F,5.1555,-5.4461,-0.2906,4.3983,-8.8834,4.867,-1.0,214.9147,-59.754,-2.5815,-2.8683,38.1965,0.0119,13.2817,0.0753,-2.2426,0.1893,57.1755,11.7901,-7.6078,128.3862,-0.9986
Anion_0110,O=C([O-])C(F)(F)C(F)(F)F,5.5433,-6.5375,-0.9942,5.2724,-8.0301,4.745,-1.0,263.0936,-50.4453,-2.4036,-3.7658,53.6485,0.0073,13.3025,0.0752,-1.3788,0.0715,17.55,12.1909,-5.9111,141.0302,-0.0661
Anion_0111,N#[N+][N-]CC(=O)[O-],3.2335,-5.2881,-2.0546,3.794,-6.7145,6.072,-1.0,236.2661,-65.615,-1.9704,-3.6714,54.1573,0.1027,10.5085,0.0952,-1.4603000000000002,0.1015,38.5951,10.3176,-4.146,95.8555,-1.12192
Anion_0112,COc1ccccc1CC(=O)[O-],2.6584,-5.1605,-2.5021,3.2351,-5.1995000000000005,9.382,-1.0,334.1782,-64.3637,-1.8975,-3.8313,115.6108,0.1989,8.4346,0.1186,-0.9822,0.0572,33.2336,8.5611,-1.0783,82.5923,-0.0124
